ReportJobTypeId,StartTime,EndTime,ProcessingTimeInMs
00000000-0000-0000-0007-000000000000,1485254640,1485254655,25723
00000000-0000-0000-0002-000000000000,1485254731,1485254733,3283
00000000-0000-0000-0010-000000000000,1485254734,1485254762,43687
00000000-0000-0000-0008-000000000000,1485254645,1485254649,4200
00000000-0000-0000-0011-000000000000,1496117105,1496117289,268232
00000000-0000-0000-0001-000000000000,1496117348,1496117389,106241
00000000-0000-0000-0003-000000000000,1494388782,1494388794,17270
