ReportJobTypeId,StartTime,EndTime,ProcessingTimeInMs
00000000-0000-0000-0002-000000000000,1483510861,1483510864,3280
00000000-0000-0000-0010-000000000000,1483510850,1483510879,35064
00000000-0000-0000-0018-000000000000,1494389187,1494389208,32784
00000000-0000-0000-0007-000000000000,1483510742,1483510751,14015
00000000-0000-0000-0001-000000000000,1496117660,1496117720,79582
00000000-0000-0000-0003-000000000000,1494389188,1494389199,19010
00000000-0000-0000-0008-000000000000,1483510727,1483510729,2755
