ReportJobTypeId,StartTime,EndTime,ProcessingTimeInMs
00000000-0000-0000-0002-000000000000,1483511166,1483511169,3432
00000000-0000-0000-0010-000000000000,1483511172,1483511213,68212
00000000-0000-0000-0018-000000000000,1494389488,1494389509,31875
00000000-0000-0000-0007-000000000000,1483511052,1483511062,19096
00000000-0000-0000-0001-000000000000,1496117977,1496118047,91225
00000000-0000-0000-0003-000000000000,1494389475,1494389487,19875
00000000-0000-0000-0008-000000000000,1483511035,1483511038,3696
