Id,AnalyzerId,SurveyorUnitId,ReferenceGasBottleId,UserId,SurveyModeTypeId,StartEpoch,EndEpoch,StartDateTime,EndDateTime,Tag,StabilityClass,MinimumAmplitude,Status,Deleted,ProcessingDateStarted,LocationId,BuildNumber,ProcessingDateCompleted,Snapped
51961F38-237B-4FE9-9B7D-9035A0633FE8,43A34021-8814-8A01-9183-39D4B4DE03EB,EDBACFF7-E103-C14C-9DF8-39CD7B5F2A1A,FA197B16-C53F-FF50-8056-39CEC9EA1F32,DE734DDF-363E-49FC-8DBC-39C8C221C572,0514B92A-39AE-4111-AF16-4495440EC319,1459213207.494,1459213767.744,2016-03-29 01:00:07.494,2016-03-29 01:09:27.744,assessment,C,0.035,Completed,0,2016-03-29 01:10:14.790,DE13ACD0-C158-ECAC-7F48-39D18113D702,2.3.0.e79b5b9,2016-03-29 01:10:14.790,0
