Id,AnalyzerId,SurveyorUnitId,ReferenceGasBottleId,UserId,SurveyModeTypeId,StartEpoch,EndEpoch,StartDateTime,EndDateTime,Tag,StabilityClass,MinimumAmplitude,Status,Deleted,ProcessingDateStarted,LocationId,BuildNumber,ProcessingDateCompleted,Snapped
e15e6d60-f49b-0f45-c9fa-39d4b99d9fdc,00000015-db64-fde7-7e67-39c8ac533d49,debacff7-e103-c14c-9df8-39cd7b5f2a0a,99806ec6-874b-0024-77a4-39d4b90f87d5,de734ddf-363e-49fc-8dbc-39c8c221c572,4901e67a-4c00-4436-adc0-9cfb277bb310,1450213163.912,1450215044.166,2015-12-15 20:59:23.913,2015-12-15 21:30:44.167,rr-sqacudr,B,5,Completed,0,2017-10-19 23:37:50.350,de13acd0-c158-ecac-7f48-39d18113d702,1234,2017-10-19 23:42:26.000,0
