AnalyzerId,EpochTime,WindSpeedLateral,WindSpeedLongitudinal,Status,Index
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363308.557,0.22,0.05,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363308.813,0.23,0.09,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363309.064,0.21,0.07,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363309.308,0.18,0.06,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363309.562,0.19,-0.02,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363309.814,0.22,-0.01,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363310.065,0.23,-0.03,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363310.307,0.24,0.04,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363310.561,0.19,0.02,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363310.814,0.18,0.04,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363311.067,0.26,0,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363311.309,0.32,0.01,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363311.562,0.25,0.03,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363311.815,0.27,0.1,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363312.058,0.27,0.08,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363312.311,0.26,0.06,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363312.564,0.25,0.08,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363312.817,0.25,0.07,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363313.059,0.25,0.07,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363313.312,0.21,0.01,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363313.566,0.23,0,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363313.808,0.23,0.02,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363314.061,0.25,0.03,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363314.314,0.25,0.03,0,0
34A34021-8814-8A01-9183-39D4B4DE03BE,1484363314.567,0.25,0.01,0,0
