LINESTRING (-121.98415360429451 37.39697923287379, -121.9841827244489 37.3970222443124, -121.98379969075251 37.397018225388891, -121.9837497774495 37.397051490063973, -121.98373670511781 37.397113313025251, -121.9837875497492 37.39716560176263, -121.983904840811 37.397189800089308, -121.98457792825 37.397210638515148, -121.9846970592931 37.397175522792288, -121.98480450261479 37.39705026491206, -121.984869886697 37.397027059439388)
LINESTRING (-121.97796216936869 37.410466979232318, -121.9777987823914 37.410472975237383, -121.9776809051364 37.410515897772733, -121.9776012757407 37.41059934468182, -121.9775735164402 37.4106964101069, -121.9774744792619 37.414763901719049, -121.9774113303737 37.415906782156569)
LINESTRING (-121.977422167032 37.416199816113632, -121.97744777010941 37.41681570590741, -121.97752041331481 37.4170487151734, -121.9776310516516 37.4172510568124, -121.9780877166364 37.417800484742422, -121.9787398552331 37.418441967053027, -121.9794257809581 37.419199455845892, -121.97937230866749 37.419474848569863, -121.978987919154 37.419694286430968, -121.9789194090833 37.419764065377947, -121.9789218571111 37.419843864742433, -121.9790325498678 37.419971785665822)
LINESTRING (-121.9792183122739 37.420045521803182, -121.9796065816473 37.419809920569023, -121.9796580999631 37.419745433149913, -121.9796597583166 37.419673624827468, -121.9794191148215 37.419389914307239, -121.9794697304108 37.419235048644779, -121.9794346156857 37.419137456661907, -121.9782465315444 37.417877105703511, -121.97779412714139 37.417247847323232, -121.9777006843216 37.417041345568677, -121.9776611970946 37.416812554870177, -121.97769576866671 37.415833599431807)
LINESTRING (-121.9777334220454 37.415293434736043, -121.9777092315572 37.415020100824911, -121.97778919886871 37.410629248308076, -121.9778865806768 37.407613137436023, -121.9779016825606 37.403765713454547, -121.9779123373788 37.403630994954547, -121.9779838947685 37.4035510146734, -121.9782983296263 37.403491394114482, -121.98063330940739 37.403450558755893, -121.9824016287231 37.403494662390571, -121.9839116735 37.403639204818177, -121.9850482490869 37.403693463764753, -121.9898496562794 37.403650067919187, -121.991477517945 37.403447588164283, -121.9922623922694 37.40344348412458, -121.9923598057289 37.403466192323229, -121.992433372133 37.403522308340072, -121.9924845123401 37.403862542523569, -121.9924919471555 37.404534183102072, -121.9924764997273 37.406086013782833, -121.9924611388861 37.406231392484088, -121.99241193578619 37.406297624407408, -121.9923352335833 37.406334997361107, -121.9921702670707 37.406349776919193, -121.98900273865149 37.406390783353537, -121.9887047182778 37.406364833962961, -121.9886420757845 37.4063143722559, -121.9886112319966 37.4062198422037, -121.9885887643573 37.405469372916272, -121.9886214178384 37.403840362407408, -121.98867834085959 37.403697756614037, -121.98882827361621 37.403662814843443, -121.98999947481821 37.403642352025251, -121.99137804817 37.403455195375209, -121.99224655160189 37.40344711707408, -121.9923647391431 37.403471961234011, -121.99243473970959 37.403523024164137, -121.9924888001869 37.403722090967179, -121.9924981038333 37.404280329, -121.9924857940353 37.406087586503361, -121.9924707771785 37.406224817883832, -121.9924237598258 37.406297202166662, -121.9923338121321 37.406339532007571, -121.9921739944848 37.406355277756731, -121.9889002785404 37.406391909215493, -121.98868167071051 37.406349198578937, -121.98863388704881 37.406284602735688, -121.9886117027727 37.406174723333343, -121.988592061559 37.405557854268743, -121.98862072278069 37.403825121741633, -121.988663432 37.403701368991229, -121.98879555857749 37.403657878387207, -121.9900814921928 37.403627932711281, -121.9912392994167 37.403451833833337, -121.9922972498502 37.403445304309763, -121.9923856840623 37.403483278205393, -121.9924376702003 37.403550425171723, -121.99247058162371 37.403808391509259, -121.9924669841801 37.40613063441414, -121.9924507393761 37.406234473908711, -121.9923987767035 37.4062979229866, -121.99216214058249 37.406346415700341, -121.98885328809089 37.406383709333333, -121.9886723700404 37.406331345287882, -121.988626091037 37.406267147037042, -121.9886093349764 37.406163675766827, -121.9885943221482 37.404281765812293, -121.988634588803 37.403796020030313, -121.98868894552859 37.403692089919048, -121.98879784411621 37.403657753769359, -121.9900042077812 37.4036364301431, -121.9912509840353 37.403464124515153, -121.9922367135463 37.403447661148327, -121.9924169680193 37.403497882407407, -121.99248506068849 37.403647263664141, -121.9924676315101 37.406235559623738, -121.99239220101011 37.406321289378788, -121.99222931470371 37.406350821981484, -121.9888301831153 37.406377916721382, -121.9887210042012 37.406346845393941, -121.9886551985185 37.406269826685183, -121.9886247969924 37.405772566522728, -121.9886163582711 37.4042098443429, -121.988653994856 37.403774494683418, -121.9887136047755 37.403692505236179, -121.9900350747197 37.40364872237879, -121.99138917668689 37.403460249702022, -121.9923727986027 37.4034653011835, -121.99247083524961 37.40355338935008, -121.9924961542997 37.403708792918351, -121.9924557166985 37.405213208649918, -121.9924678743384 37.405889056525247, -121.9924399288788 37.406268634069377, -121.9923713075674 37.406336087238223, -121.9922834369024 37.406356818601012, -121.9888970596583 37.40638413466835, -121.9886755375075 37.406341912328308, -121.988612165734 37.406218167521892, -121.9885835590423 37.405483613104472, -121.9885860056874 37.404282414582141, -121.9886183462508 37.403793562365323, -121.9886634226263 37.40369913026263, -121.98887855416351 37.403659763960917, -121.99001425965319 37.403642482018519, -121.9909947309293 37.403488610121222, -121.991448946 37.403453685406568, -121.9922847961566 37.403448782699328, -121.99240945121019 37.403498396912063, -121.99246360695621 37.403609562207073, -121.99246471524241 37.406058933446971, -121.992452278173 37.406224151034287, -121.99240863029129 37.4062918116835, -121.9922491781566 37.406335714838377, -121.9890730277626 37.406377603459589, -121.98871518429119 37.406352470134678, -121.9886416126111 37.40628880938889, -121.98860589321551 37.406181065023567, -121.98858941407219 37.404311141338887, -121.9886321080438 37.403789918585858, -121.9886763284091 37.4036992864394, -121.98878990720711 37.403663707994951, -121.9900296580589 37.403646663235691, -121.99135556683331 37.403465715683417, -121.9922250149575 37.403458237865649, -121.992417510394 37.403513973631313, -121.99247413717541 37.403702613385967, -121.992469449114 37.405860296578943, -121.992450691436 37.406209974749153, -121.99240622105221 37.406291770324913, -121.9921737455236 37.406340561468006, -121.9888880559762 37.40639297807143, -121.9886971123704 37.406359391882162, -121.9886390325227 37.406303552801347, -121.9886176116061 37.406229391151513, -121.9885892161742 37.40365085060354, -121.9885705726667 37.403566626833332, -121.9885183131465 37.403508241361962, -121.9883159552019 37.403457417051918, -121.9868325816919 37.403470593681817, -121.98519224231821 37.403434945636363, -121.9846397208955 37.403403977626787, -121.984505073654 37.4033438698207, -121.9844591575539 37.403241357380473, -121.9844752113453 37.40311997219537, -121.9849216117963 37.401991404629626, -121.98502711469359 37.401504240038719, -121.9850515154298 37.398980171, -121.9850167702879 37.397154478020212, -121.9849717345606 37.3970860574697, -121.984859837005 37.397070525447809, -121.9846141680526 37.397248233451357, -121.9841549288636 37.397253842744107, -121.98396831589 37.397218411060607, -121.9839085046886 37.397143731274411, -121.98394141728789 37.397098754944437, -121.9840895140766 37.397081307366157, -121.984142122598 37.397017848913741, -121.9841288393653 37.397043188333328, -121.98415840343939 37.397070964585851, -121.9838833705337 37.397046867924253, -121.9837723257256 37.397069700574917, -121.98373185321969 37.397154930481477, -121.9838321909546 37.397214797393943, -121.9845998022778 37.397240373367, -121.98467878042089 37.397215051136371, -121.9847893587222 37.397092541777774, -121.98486071307831 37.39706903564899, -121.98494465819179 37.397099024326643, -121.9849751347778 37.397203764346813, -121.9850045461793 37.398426797611123, -121.9849924411246 37.4013568231936, -121.9848921596667 37.401850121250007, -121.98446642264391 37.4028930684798, -121.9843506781835 37.403255147602692, -121.9843329725278 37.403419890436872, -121.9843917666451 37.403548948700958, -121.9845677610429 37.403652228051342, -121.9849700689949 37.403689564584177, -121.988407962737 37.403678962267172, -121.9900409932104 37.403631861475588, -121.9912729806187 37.403449699464637, -121.99236424885351 37.403460517535351, -121.9924714314444 37.403548560685188, -121.992505036 37.403749328361123, -121.992498664933 37.406027218306527, -121.992474777766 37.406226253524409, -121.9923895037298 37.406313463325759, -121.99221663952019 37.406344689855217, -121.98899083958921 37.40639762545792, -121.988737290298 37.406375075981487, -121.9886640367102 37.406327548860141, -121.98862782408921 37.406256522675093, -121.9886009945227 37.405565451598477, -121.98862141341191 37.40418963226508, -121.98863449211279 37.403825531013467, -121.98868069822559 37.403715555875422, -121.98875490484851 37.403668154141407, -121.98888523264991 37.403645427827747, -121.9901282041768 37.403610964486532, -121.99117475099069 37.403427147680127, -121.9915085401759 37.403403987719443, -121.9915663707778 37.403343188638893, -121.991706907362 37.40329619409512, -121.99171426601011 37.4032437932862, -121.9916726813552 37.403211782360273, -121.99122357617 37.403228298861947, -121.9902548378094 37.403362126067783, -121.988832068 37.403421033166673, -121.9886673666103 37.4034834794798, -121.9886470856852 37.403530853474749, -121.9886694882475 37.403582304146468, -121.988772103463 37.403612621877947, -121.9901275766348 37.403606088248807, -121.991183761202 37.403432405474753, -121.9915932244562 37.403406250101007, -121.9916528368519 37.403352407222208, -121.99160287643021 37.403298765356062, -121.9914902050682 37.403295500444443, -121.9902780775093 37.403454109148143, -121.98867580311619 37.403517721052189, -121.98859290533591 37.40358901379377, -121.9886324097845 37.403654599415823, -121.9887383315657 37.403683643873741, -121.990066783117 37.403636298820707, -121.9911451873317 37.403450792398992, -121.9916021414074 37.403409021079959, -121.9916403731128 37.403368109324923, -121.99160208537209 37.403323462099323, -121.99148911838719 37.403316298512628, -121.9902848023283 37.40346427140404, -121.988683022197 37.403534387303033, -121.98861872334921 37.403556513844222, -121.988590929 37.403611805666657, -121.98863264230479 37.403673191042863, -121.9887503215126 37.403700884136363, -121.98998592009259 37.403649247759262, -121.9911464948064 37.403460552973058, -121.991557772925 37.403434210348493, -121.9916153716801 37.403413427790618, -121.99163467921611 37.4033651854464, -121.991592777803 37.403323852606057, -121.9915058766852 37.403316603264308, -121.9901431823735 37.403476358710208, -121.9889171701423 37.403522618003358, -121.9886681063182 37.403501898560613, -121.98861280684091 37.403540160714641, -121.9886049738367 37.403589013239063, -121.988703815894 37.403662626424243, -121.98933943313131 37.403663997803029, -121.99037419846969 37.403588575621207, -121.9911647503334 37.4034524445, -121.9915687847906 37.403427092103023, -121.99162445843049 37.403402005901171, -121.9916366218047 37.40336292509933, -121.991563447463 37.4033119207037, -121.99125902692261 37.403327688129188, -121.9901166717938 37.40347146395623, -121.98868462883161 37.403518145074067, -121.9885984957492 37.403579256428451, -121.9886360110193 37.403647313548568, -121.98871858839109 37.403682929247907, -121.98931120831431 37.40367401538095, -121.9902856704141 37.403603280368692, -121.9911545665244 37.4034505858468, -121.991568418165 37.403428701675089, -121.9916319370118 37.403373045946132, -121.991587042495 37.403327325414139, -121.99149507521039 37.403319320277781, -121.9902499828838 37.403474630602688, -121.9886204701868 37.403539631583747, -121.98858965209929 37.403580063069867, -121.98860026055721 37.4036314327197, -121.98870888975 37.40368354118182, -121.9899154875539 37.40363040538216, -121.9903460626667 37.403597113833342, -121.99116849468351 37.403454254700343, -121.9915848966077 37.403430093582493, -121.9916382395657 37.403381102263467, -121.9915770426263 37.403328607883843, -121.991339201734 37.403336465505888, -121.9902427091161 37.403481269166669, -121.9886797805 37.403542764267677, -121.9885927275118 37.403578413993273, -121.9885775094352 37.403628569462967, -121.9886082899596 37.403680341003373, -121.988740632693 37.403713360741627, -121.9901259244057 37.403647113024412, -121.99112761310209 37.403467293631579, -121.9915893698652 37.403421034695377, -121.9916656724298 37.403353636517537, -121.991599886947 37.403287065075752, -121.99132572199331 37.403269364857621, -121.9902039704849 37.403389477752931, -121.986390615452 37.403456161815647, -121.9847299397186 37.403396808297323, -121.9845897126318 37.403369296745439, -121.9845087408013 37.403317666284522, -121.9844632371027 37.4032146148064, -121.98450029153869 37.402993106787882, -121.984916608614 37.401989537596492, -121.9850359463274 37.401450228074907, -121.985044296202 37.397828590151512, -121.98501469338611 37.397216313293967, -121.9849782267887 37.397090460608588, -121.98486231088761 37.397024875216907, -121.9847829280757 37.397046043212121, -121.98469266101171 37.397162177248752, -121.98460447854541 37.3971999532698, -121.9840535640152 37.397206896305548, -121.98393658694449 37.397168151416658, -121.9839212588367 37.397063371082083, -121.98410019918521 37.397020211409092, -121.9841450716978 37.396981987978108)
LINESTRING (-121.9887080259327 37.403652278629629, -121.990029823803 37.403627421429292, -121.9914278798222 37.4034378258732, -121.992266067234 37.403428830734008, -121.9924008980845 37.403461918520733, -121.99248096340069 37.403559612668353, -121.9925098027513 37.403840463280567, -121.9925049149419 37.406124488017667, -121.9924445458737 37.406273616282832, -121.9922671162027 37.406322143943044, -121.98931218610841 37.406347985745619, -121.9887558492113 37.40637388933812, -121.9886095471131 37.406440356084588, -121.9885649197155 37.406584949824918, -121.9885908888532 37.40766777425, -121.9885276229689 37.4105002804032, -121.9884769544537 37.410614009138889, -121.98829973385691 37.4106494729537, -121.9868897479179 37.410660284373527, -121.9824988682424 37.410633057272733, -121.98082271574749 37.41044761579797, -121.9790862977284 37.410438888569367, -121.97796216936869 37.410466979232318)
LINESTRING (-121.9779792684037 37.417575879027638, -121.977724786367 37.417268948384681, -121.9775883535 37.416972275863642, -121.9775443529213 37.416947848702677, -121.97748849422361 37.41696386354355, -121.9774781741818 37.417027071151523, -121.97763024651771 37.417247007022723, -121.9780320639445 37.417734584370372, -121.9790820857814 37.418787679712729, -121.9794334299461 37.419190680043769, -121.9793770943939 37.419483705068181, -121.97899934347519 37.419685578432691, -121.97891138023149 37.41977773976263, -121.97892796704549 37.419865361195278, -121.9790709746667 37.420022785, -121.9791362257685 37.4200579728426, -121.9792183122739 37.420045521803182)
LINESTRING (-121.984869886697 37.397027059439388, -121.98497024122049 37.397069855993273, -121.9849904443064 37.397205719335012, -121.9849784580518 37.401378871184207, -121.9848881065833 37.40181847525, -121.98438662040959 37.403095480412063, -121.9843173837702 37.403376694758407, -121.9843483894561 37.403511111549442, -121.9844903331399 37.4036303801608, -121.9847366536667 37.403676619947369, -121.9887080259327 37.403652278629629)
LINESTRING (-121.9790325498678 37.419971785665822, -121.9791213217803 37.420020184023556, -121.9792350657121 37.420006095119533, -121.97957021510609 37.41983028588384, -121.9796508981953 37.41975699952777, -121.97963689279629 37.419640057311447, -121.9794168491667 37.419386079361963, -121.9794761149405 37.419196414434673, -121.97856121092209 37.418233624789792, -121.9778355767349 37.417390145734842, -121.9777819968695 37.417362532503368, -121.97772613508251 37.417379631430983, -121.9777215761077 37.41743692156566, -121.9778721258662 37.417548181376262, -121.9794287363485 37.419194078, -121.9793786640042 37.419483593575762, -121.97899124669949 37.419693033598492, -121.9789217083931 37.419762373775256, -121.9789297256347 37.419867491040407, -121.9790792110702 37.420016459008778, -121.9791729309586 37.420034461631978, -121.9792592346322 37.420010417805557, -121.97958108573739 37.419838231833332, -121.97965568002191 37.419761081646463, -121.9796429296204 37.419652295698647, -121.9794165891692 37.419385611627114, -121.9794695618485 37.419245696166669, -121.97946208949161 37.419174003696973, -121.9785658839849 37.418238117794608, -121.9779792684037 37.417575879027638)
