AnalyzerId,EpochTime,SurveyModeTypeId,Shape,SurveyId
34A34021-8814-8A01-9183-39D4B4DE03BE,1450136752,0514B92A-39AE-4111-AF16-4495440EC319,0xE6100000010405000000E66C8D4AA27E5EC0490B7EB8B7B542408517126AA57E5EC0D60AEC94BBB54240A56D7851A67E5EC059D0A4E2B9B5424065CF754CA37E5EC079C7AD72B6B54240E66C8D4AA27E5EC0490B7EB8B7B5424001000000020000000001000000FFFFFFFF0000000003,04B2FEDA-EE18-A49E-3208-39D4B50F48FE
34A34021-8814-8A01-9183-39D4B4DE03BE,1450136752,4901E67A-4C00-4436-ADC0-9CFB277BB310,0xE6100000010405000000E66C8D4AA27E5EC0490B7EB8B7B542408517126AA57E5EC0D60AEC94BBB54240A56D7851A67E5EC059D0A4E2B9B5424065CF754CA37E5EC079C7AD72B6B54240E66C8D4AA27E5EC0490B7EB8B7B5424001000000020000000001000000FFFFFFFF0000000003,04B2FEDA-EE18-A49E-3208-39D4B50F48FE
34A34021-8814-8A01-9183-39D4B4DE03BE,1450136752,4901E67A-4C00-4436-ADC0-9CFB277BB311,0xE6100000010405000000E66C8D4AA27E5EC0490B7EB8B7B542403DA7CDF6B07E5EC09F1717DCC9B5424097A96AFEAF7E5EC0A1F763E6C4B5424065CF754CA37E5EC079C7AD72B6B54240E66C8D4AA27E5EC0490B7EB8B7B5424001000000020000000001000000FFFFFFFF0000000003,04B2FEDA-EE18-A49E-3208-39D4B50F48FE
34A34021-8814-8A01-9183-39D4B4DE03BE,1450136752,4901E67A-4C00-4436-ADC0-9CFB277BB312,0xE6100000010405000000E66C8D4AA27E5EC0490B7EB8B7B542408517126AA57E5EC0D60AEC94BBB54240A56D7851A67E5EC059D0A4E2B9B5424065CF754CA37E5EC079C7AD72B6B54240E66C8D4AA27E5EC0490B7EB8B7B5424001000000020000000001000000FFFFFFFF0000000003,04B2FEDA-EE18-A49E-3208-39D4B50F48FE
34A34021-8814-8A01-9183-39D4B4DE03BE,1450136752,E9DD9F53-E5CB-45B3-9517-9DC8E0276C6D,0xE6100000010405000000E66C8D4AA27E5EC0490B7EB8B7B542408517126AA57E5EC0D60AEC94BBB54240A56D7851A67E5EC059D0A4E2B9B5424065CF754CA37E5EC079C7AD72B6B54240E66C8D4AA27E5EC0490B7EB8B7B5424001000000020000000001000000FFFFFFFF0000000003,04B2FEDA-EE18-A49E-3208-39D4B50F48FE
34A34021-8814-8A01-9183-39D4B4DE03BE,1450136752,B310238A-A5AE-4E94-927B-F0F165E24522,0xE6100000010405000000E66C8D4AA27E5EC0490B7EB8B7B542403DA7CDF6B07E5EC09F1717DCC9B5424097A96AFEAF7E5EC0A1F763E6C4B5424065CF754CA37E5EC079C7AD72B6B54240E66C8D4AA27E5EC0490B7EB8B7B5424001000000020000000001000000FFFFFFFF0000000003,04B2FEDA-EE18-A49E-3208-39D4B50F48FE
34A34021-8814-8A01-9183-39D4B4DE03BE,1450136823,0514B92A-39AE-4111-AF16-4495440EC319,0xE61000000104050000000270813EB07E5EC058AFE086B1B5424009517C84B37E5EC02148F7D6B4B5424081A5040EB27E5EC0DAE23BADB2B542404D380DB4AF7E5EC0297AE063B0B542400270813EB07E5EC058AFE086B1B5424001000000020000000001000000FFFFFFFF0000000003,04B2FEDA-EE18-A49E-3208-39D4B50F48FE
34A34021-8814-8A01-9183-39D4B4DE03BE,1450136823,4901E67A-4C00-4436-ADC0-9CFB277BB310,0xE61000000104050000000270813EB07E5EC058AFE086B1B5424009517C84B37E5EC02148F7D6B4B5424081A5040EB27E5EC0DAE23BADB2B542404D380DB4AF7E5EC0297AE063B0B542400270813EB07E5EC058AFE086B1B5424001000000020000000001000000FFFFFFFF0000000003,04B2FEDA-EE18-A49E-3208-39D4B50F48FE
34A34021-8814-8A01-9183-39D4B4DE03BE,1450136823,4901E67A-4C00-4436-ADC0-9CFB277BB311,0xE61000000104050000000270813EB07E5EC058AFE086B1B5424082C8BF22C17E5EC01F54779FC2B54240A8C50170C37E5EC0AE39D594C3B542404D380DB4AF7E5EC0297AE063B0B542400270813EB07E5EC058AFE086B1B5424001000000020000000001000000FFFFFFFF0000000003,04B2FEDA-EE18-A49E-3208-39D4B50F48FE
34A34021-8814-8A01-9183-39D4B4DE03BE,1450136823,4901E67A-4C00-4436-ADC0-9CFB277BB312,0xE61000000104050000000270813EB07E5EC058AFE086B1B5424009517C84B37E5EC02148F7D6B4B5424081A5040EB27E5EC0DAE23BADB2B542404D380DB4AF7E5EC0297AE063B0B542400270813EB07E5EC058AFE086B1B5424001000000020000000001000000FFFFFFFF0000000003,04B2FEDA-EE18-A49E-3208-39D4B50F48FE
