Id,AnalyzerId,SurveyorUnitId,ReferenceGasBottleId,UserId,SurveyModeTypeId,StartEpoch,EndEpoch,StartDateTime,EndDateTime,Tag,StabilityClass,MinimumAmplitude,LeakRate,Status,Deleted,ProcessingDateStarted,LocationId,BuildNumber,ProcessingDateCompleted
50BEC7EF-AD37-8AD0-D604-39D9FE70AEBF,D2CCC285-2BD3-5D22-667E-39D823D4D255,EDA5A3A0-7B86-A343-69F6-39D8A7186DC1,AE226F93-63FB-181B-F319-39D8A7193208,A4897D62-26A6-48E5-9966-39D23A68B161,B310238A-A5AE-4E94-927B-F0F165E24522,1472842682.756,1472842696.985,2016-09-02 18:58:02.757,2016-09-02 18:58:16.987,No fov_2,B,0.035,1.1666666666655,Completed,0,2016-09-02 18:58:35.990,00000000-0000-0000-0001-000000000000,2.4.0.dcc3ab3,00000000-0000-0000-0001-000000000000
