LINESTRING (-121.97759515878799 37.411033018866334, -121.97746174819268 37.415591048708208)
LINESTRING (-121.97743943874859 37.415830820295113, -121.9774390200527 37.415958821783832)
LINESTRING (-121.97743580010093 37.416059548487553, -121.97745404085389 37.416782811613338, -121.9775092263054 37.416988111578846, -121.97763719659858 37.417239772404258, -121.97823265089215 37.417937597873255, -121.97973367952322 37.4194773748745)
LINESTRING (-121.98445111737223 37.397016451472588, -121.98437926329 37.397041932223338)
LINESTRING (-121.97973367952322 37.4194773748745, -121.97980396539205 37.419592874812871, -121.97967962987637 37.419789416987648, -121.97905254772157 37.42019176721054, -121.97898081226008 37.420223786829332, -121.97883680541013 37.420222128010593, -121.97868468390571 37.420106950889114, -121.97855195986855 37.419933822131455, -121.9785349338962 37.419871346792419, -121.9785774255533 37.419768311282695, -121.97944430463407 37.419292359059213, -121.97948413533135 37.419211603452119, -121.97924756492303 37.418919717497857, -121.97799231051148 37.417587017916667, -121.97769132739177 37.417214546431609, -121.97758294046801 37.416967334277, -121.97754520788023 37.41695212733633, -121.97749631507182 37.416995749422178, -121.97762063759384 37.417216145250173, -121.97808841779354 37.417776750131843, -121.97981259712338 37.419588813714142, -121.97979376251834 37.419678891704869, -121.97966310221277 37.419815617636644, -121.97901160794969 37.420217760342105, -121.97887245176356 37.420225743142908, -121.97874370351539 37.420159942544565, -121.97854586723196 37.419928200205781, -121.97854221953446 37.419808888705788, -121.97871181822735 37.419646607260283, -121.97941163659695 37.419313031105574, -121.97946239829005 37.419269446847757, -121.97947102670339 37.419192831028056, -121.9793187980156 37.4189979241255, -121.97815049780986 37.417764409206292, -121.97779300436345 37.417246760813256, -121.9776656788206 37.416869814090546, -121.9777935304008 37.411502073378756, -121.97784583289713 37.410650207717026, -121.97792868214792 37.410557715167336, -121.97811969469086 37.410529263217029, -121.98068317318156 37.410536649877471, -121.98132520910575 37.410583462363959, -121.98239967395322 37.410724097897891, -121.98384538041718 37.41072882100265, -121.98455903750298 37.410706236864577, -121.98475493268469 37.410641724824323, -121.98481793881746 37.4105758417805, -121.9848529900099 37.41049038158986, -121.98487002031537 37.410235283650692, -121.98485674547948 37.407874343809809, -121.9847924823456 37.40750565818059, -121.9844485443077 37.406592111038456, -121.98437168528959 37.406244844397612, -121.98434777453737 37.403795022413419, -121.9844581950565 37.403182850716, -121.98497858449068 37.40183784797869, -121.98505565351637 37.401471406652306, -121.98505962122776 37.397798745140115, -121.98501239906547 37.397064801130263, -121.98490586675624 37.397019173934524, -121.98445111737223 37.397016451472588)
