AnalyzerId,EpochTime,SurveyModeTypeId,Shape,SurveyId
43A34021-8814-8A01-9183-39D4B4DE03EB,1450301012,0514B92A-39AE-4111-AF16-4495440EC319,0xE610000001040500000032E5A67AB07E5EC0E0DBF467BFB54240C3DFE5D8B07E5EC0AAAA4497BFB54240FFD8FBBFB07E5EC0B68A598ABFB5424032E5A67AB07E5EC04B1C1E67BFB5424032E5A67AB07E5EC0E0DBF467BFB5424001000000020000000001000000FFFFFFFF0000000003,4F56202C-4471-4839-952A-4CAC3987DC02
43A34021-8814-8A01-9183-39D4B4DE03EB,1450301012,4901E67A-4C00-4436-ADC0-9CFB277BB310,0xE610000001040500000032E5A67AB07E5EC0E0DBF467BFB54240C3DFE5D8B07E5EC0AAAA4497BFB54240FFD8FBBFB07E5EC0B68A598ABFB5424032E5A67AB07E5EC04B1C1E67BFB5424032E5A67AB07E5EC0E0DBF467BFB5424001000000020000000001000000FFFFFFFF0000000003,4F56202C-4471-4839-952A-4CAC3987DC02
43A34021-8814-8A01-9183-39D4B4DE03EB,1450301012,4901E67A-4C00-4436-ADC0-9CFB277BB311,0xE610000001040500000032E5A67AB07E5EC0E0DBF467BFB54240C3DFE5D8B07E5EC0AAAA4497BFB54240FFD8FBBFB07E5EC0B68A598ABFB5424032E5A67AB07E5EC04B1C1E67BFB5424032E5A67AB07E5EC0E0DBF467BFB5424001000000020000000001000000FFFFFFFF0000000003,4F56202C-4471-4839-952A-4CAC3987DC02
43A34021-8814-8A01-9183-39D4B4DE03EB,1450301012,4901E67A-4C00-4436-ADC0-9CFB277BB312,0xE610000001040500000032E5A67AB07E5EC0E0DBF467BFB54240C3DFE5D8B07E5EC0AAAA4497BFB54240FFD8FBBFB07E5EC0B68A598ABFB5424032E5A67AB07E5EC04B1C1E67BFB5424032E5A67AB07E5EC0E0DBF467BFB5424001000000020000000001000000FFFFFFFF0000000003,4F56202C-4471-4839-952A-4CAC3987DC02
43A34021-8814-8A01-9183-39D4B4DE03EB,1450301012,E9DD9F53-E5CB-45B3-9517-9DC8E0276C6D,0xE610000001040500000032E5A67AB07E5EC0E0DBF467BFB54240C3DFE5D8B07E5EC0AAAA4497BFB54240FFD8FBBFB07E5EC0B68A598ABFB5424032E5A67AB07E5EC04B1C1E67BFB5424032E5A67AB07E5EC0E0DBF467BFB5424001000000020000000001000000FFFFFFFF0000000003,4F56202C-4471-4839-952A-4CAC3987DC02
43A34021-8814-8A01-9183-39D4B4DE03EB,1450301012,B310238A-A5AE-4E94-927B-F0F165E24522,0xE610000001040500000032E5A67AB07E5EC0E0DBF467BFB54240C3DFE5D8B07E5EC0AAAA4497BFB54240FFD8FBBFB07E5EC0B68A598ABFB5424032E5A67AB07E5EC04B1C1E67BFB5424032E5A67AB07E5EC0E0DBF467BFB5424001000000020000000001000000FFFFFFFF0000000003,4F56202C-4471-4839-952A-4CAC3987DC02
43A34021-8814-8A01-9183-39D4B4DE03EB,1450301013,0514B92A-39AE-4111-AF16-4495440EC319,0xE6100000010408000000B802C5A0B07E5EC00B94957ABFB5424032E5A67AB07E5EC04B1C1E67BFB54240F9A1B17AB07E5EC063C98766BFB54240B802C5A0B07E5EC00B94957ABFB54240B802C5A0B07E5EC00B94957ABFB5424097E357A4B07E5EC0803E577CBFB54240FFD8FBBFB07E5EC0B68A598ABFB54240B802C5A0B07E5EC00B94957ABFB54240020000000200000000020400000003000000FFFFFFFF0000000006000000000000000003000000000100000003,4F56202C-4471-4839-952A-4CAC3987DC02
43A34021-8814-8A01-9183-39D4B4DE03EB,1450301013,4901E67A-4C00-4436-ADC0-9CFB277BB310,0xE6100000010408000000B802C5A0B07E5EC00B94957ABFB5424032E5A67AB07E5EC04B1C1E67BFB54240F9A1B17AB07E5EC063C98766BFB54240B802C5A0B07E5EC00B94957ABFB54240B802C5A0B07E5EC00B94957ABFB5424097E357A4B07E5EC0803E577CBFB54240FFD8FBBFB07E5EC0B68A598ABFB54240B802C5A0B07E5EC00B94957ABFB54240020000000200000000020400000003000000FFFFFFFF0000000006000000000000000003000000000100000003,4F56202C-4471-4839-952A-4CAC3987DC02
43A34021-8814-8A01-9183-39D4B4DE03EB,1450301013,4901E67A-4C00-4436-ADC0-9CFB277BB311,0xE6100000010408000000B802C5A0B07E5EC00B94957ABFB5424032E5A67AB07E5EC04B1C1E67BFB54240F9A1B17AB07E5EC063C98766BFB54240B802C5A0B07E5EC00B94957ABFB54240B802C5A0B07E5EC00B94957ABFB5424097E357A4B07E5EC0803E577CBFB54240FFD8FBBFB07E5EC0B68A598ABFB54240B802C5A0B07E5EC00B94957ABFB54240020000000200000000020400000003000000FFFFFFFF0000000006000000000000000003000000000100000003,4F56202C-4471-4839-952A-4CAC3987DC02
43A34021-8814-8A01-9183-39D4B4DE03EB,1450301013,4901E67A-4C00-4436-ADC0-9CFB277BB312,0xE6100000010408000000B802C5A0B07E5EC00B94957ABFB5424032E5A67AB07E5EC04B1C1E67BFB54240F9A1B17AB07E5EC063C98766BFB54240B802C5A0B07E5EC00B94957ABFB54240B802C5A0B07E5EC00B94957ABFB5424097E357A4B07E5EC0803E577CBFB54240FFD8FBBFB07E5EC0B68A598ABFB54240B802C5A0B07E5EC00B94957ABFB54240020000000200000000020400000003000000FFFFFFFF0000000006000000000000000003000000000100000003,4F56202C-4471-4839-952A-4CAC3987DC02
