LINESTRING (-121.97879348 37.41988392, -121.97890647 37.41979591, -121.97887958 37.419641, -121.97891747 37.4195574, -121.97944123 37.41928864, -121.97947512 37.41924243, -121.97946905 37.41918648, -121.97808828 37.41770968, -121.97771753 37.41726837, -121.97757547 37.41697012, -121.97749042 37.41696605, -121.97748632 37.41702665, -121.9775993 37.41720319, -121.97804175 37.41773857, -121.97946571 37.41921632)
LINESTRING (-121.97916781 37.41983632, -121.97916782 37.41983739)
LINESTRING (-121.97955166 37.41988641, -121.97955172 37.4198859)
LINESTRING (-121.97902466 37.42021188, -121.97902471 37.42021067)
LINESTRING (-121.97884134 37.4198541, -121.9788415 37.41985361)
LINESTRING (-121.97946571 37.41921632, -121.97978221 37.41954027, -121.97979029 37.41964564, -121.97950282 37.41990729, -121.97902025 37.42021119, -121.97890472 37.42022559, -121.9787923 37.42018969, -121.97876487 37.42011399, -121.9788158 37.42004728, -121.97894662 37.42002455, -121.97912542 37.42011832, -121.97930947 37.42000068, -121.97933968 37.4199244, -121.97930613 37.4198597, -121.97923824 37.41982566, -121.97916781 37.41983632)
LINESTRING (-121.97916782 37.41983739, -121.97907607 37.41985878, -121.97898714 37.41981127, -121.97891091 37.41972698, -121.97888797 37.41961358, -121.97897203 37.41951762, -121.97944415 37.41929003, -121.97947196 37.41921343, -121.97945422 37.41916557, -121.97818783 37.41782026, -121.9778482 37.41741118, -121.97777049 37.4173972, -121.97774721 37.41743025, -121.97776573 37.41746515, -121.97978025 37.41953978, -121.97978193 37.41964314, -121.97955213 37.41988617)
LINESTRING (-121.97955204 37.41988621, -121.97955166 37.41988641)
LINESTRING (-121.97955172 37.4198859, -121.97902466 37.42021188)
LINESTRING (-121.9788415 37.41985361, -121.97879348 37.41988392)
