AnalyzerId,EpochTime,Shape,SurveyId
3029DBB8-F824-491D-8D90-6CBD92CFDF8F,1479453433,0xE610000001040500000007F83CE2ED8E5EC0527110C3A8BD424012CF81A2E38E5EC0C7F3DDB2B2BD4240D14C1DD3E08E5EC034FE8521B6BD42404809D3D4EC8E5EC09602E597AABD424007F83CE2ED8E5EC0527110C3A8BD424001000000020000000001000000FFFFFFFF0000000003,3530E878-27D3-4973-8AF1-9554BCBD93DB
3029DBB8-F824-491D-8D90-6CBD92CFDF8F,1479453434,0xE61000000104080000009D9FCA10E28E5EC052D141F0B4BD42404809D3D4EC8E5EC09602E597AABD424006D34CBEEB8E5EC0B33B537CACBD42409D9FCA10E28E5EC052D141F0B4BD42409D9FCA10E28E5EC052D141F0B4BD4240D14C1DD3E08E5EC034FE8521B6BD42407530EC89E18E5EC090430E66B5BD42409D9FCA10E28E5EC052D141F0B4BD4240020000000200000000020400000003000000FFFFFFFF0000000006000000000000000003000000000100000003,3530E878-27D3-4973-8AF1-9554BCBD93DB
3029DBB8-F824-491D-8D90-6CBD92CFDF8F,1479453435,0xE610000001040500000006D34CBEEB8E5EC0B33B537CACBD42407530EC89E18E5EC090430E66B5BD4240C0BBFF7CE48E5EC0EC37A1A9B4BD424096F289ADEA8E5EC0172F7161AEBD424006D34CBEEB8E5EC0B33B537CACBD424001000000020000000001000000FFFFFFFF0000000003,3530E878-27D3-4973-8AF1-9554BCBD93DB
3029DBB8-F824-491D-8D90-6CBD92CFDF8F,1479453436,0xE610000001040500000096F289ADEA8E5EC0172F7161AEBD4240C0BBFF7CE48E5EC0EC37A1A9B4BD4240C21AEC9AE38E5EC0F05AEB9CB6BD424073414BA0E98E5EC0C9A0E23FB0BD424096F289ADEA8E5EC0172F7161AEBD424001000000020000000001000000FFFFFFFF0000000003,3530E878-27D3-4973-8AF1-9554BCBD93DB
3029DBB8-F824-491D-8D90-6CBD92CFDF8F,1479453437,0xE610000001040500000073414BA0E98E5EC0C9A0E23FB0BD4240C21AEC9AE38E5EC0F05AEB9CB6BD4240003BA516E28E5EC06E69EDF3B8BD4240D40B9594E88E5EC0E362B81FB2BD424073414BA0E98E5EC0C9A0E23FB0BD424001000000020000000001000000FFFFFFFF0000000003,3530E878-27D3-4973-8AF1-9554BCBD93DB
3029DBB8-F824-491D-8D90-6CBD92CFDF8F,1479453438,0xE6100000010405000000D40B9594E88E5EC0E362B81FB2BD4240003BA516E28E5EC06E69EDF3B8BD42404EE84FA3E68E5EC0E6419CD8B4BD424025ABE08CE78E5EC0C0D407F9B3BD4240D40B9594E88E5EC0E362B81FB2BD424001000000020000000001000000FFFFFFFF0000000003,3530E878-27D3-4973-8AF1-9554BCBD93DB
3029DBB8-F824-491D-8D90-6CBD92CFDF8F,1479453439,0xE610000001040500000025ABE08CE78E5EC0C0D407F9B3BD42404EE84FA3E68E5EC0E6419CD8B4BD424042619980E68E5EC0CCFA06CFB5BD424042619980E68E5EC0CCFA06CFB5BD424025ABE08CE78E5EC0C0D407F9B3BD424001000000020000000001000000FFFFFFFF0000000003,3530E878-27D3-4973-8AF1-9554BCBD93DB
3029DBB8-F824-491D-8D90-6CBD92CFDF8F,1479453445,0xE6100000010405000000636BBBBAE08E5EC04564CC79BEBD4240A12897ADE08E5EC0B28DC010BFBD424039BE9895E18E5EC06F662B0ABEBD424039BE9895E18E5EC06F662B0ABEBD4240636BBBBAE08E5EC04564CC79BEBD424001000000020000000001000000FFFFFFFF0000000003,3530E878-27D3-4973-8AF1-9554BCBD93DB
3029DBB8-F824-491D-8D90-6CBD92CFDF8F,1479453446,0xE6100000010405000000CA83A9EBDF8E5EC0F2DAB5C7BEBD424054E13A13E18E5EC021AE316DC0BD4240A12897ADE08E5EC0B28DC010BFBD4240636BBBBAE08E5EC04564CC79BEBD4240CA83A9EBDF8E5EC0F2DAB5C7BEBD424001000000020000000001000000FFFFFFFF0000000003,3530E878-27D3-4973-8AF1-9554BCBD93DB
3029DBB8-F824-491D-8D90-6CBD92CFDF8F,1479453447,0xE61000000104080000001DE0F1B9E08E5EC00049DFEDBFBD4240293C4853DF8E5EC0AF5C2386BFBD4240CA83A9EBDF8E5EC0F2DAB5C7BEBD42401DE0F1B9E08E5EC00049DFEDBFBD42401DE0F1B9E08E5EC00049DFEDBFBD4240F6B09B1EE18E5EC0F58CFC0AC0BD424054E13A13E18E5EC021AE316DC0BD42401DE0F1B9E08E5EC00049DFEDBFBD4240020000000200000000020400000003000000FFFFFFFF0000000006000000000000000003000000000100000003,3530E878-27D3-4973-8AF1-9554BCBD93DB
