Id,AnalyzerId,SurveyorUnitId,ReferenceGasBottleId,UserId,SurveyModeTypeId,StartEpoch,EndEpoch,StartDateTime,EndDateTime,Tag,StabilityClass,MinimumAmplitude,LeakRate,Status,Deleted,ProcessingDateStarted,LocationId,BuildNumber
861905EE-400E-7FC8-558F-39D9FE5E5484,D2CCC285-2BD3-5D22-667E-39D823D4D255,EDA5A3A0-7B86-A343-69F6-39D8A7186DC1,AE226F93-63FB-181B-F319-39D8A7193208,A4897D62-26A6-48E5-9966-39D23A68B161,B310238A-A5AE-4E94-927B-F0F165E24522,1472841479.878,1472842571.163,2016-09-02 18:37:59.877,2016-09-02 18:56:11.163,Standard With Leak,B,0.035,1.1666666666655,Completed,0,2016-09-02 18:56:33.427,00000000-0000-0000-0001-000000000000,2.4.0.dcc3ab3,2016-09-02 18:56:36.507
