Id,AnalyzerId,SurveyorUnitId,ReferenceGasBottleId,UserId,SurveyModeTypeId,StartEpoch,EndEpoch,StartDateTime,EndDateTime,Tag,StabilityClass,MinimumAmplitude,Status,Deleted,ProcessingDateStarted,LocationId,BuildNumber,ProcessingDateCompleted
18533532-4401-1F22-0EFD-39D60E1D0E2B,45E3BFBC-E42C-459A-91A2-39CFD6851706,4A474FE4-B1AC-9A12-1F51-39CFD683AF02,3636977B-4928-AFD1-CAA5-39D60DAD00FA,B195D287-52BA-FFA4-9405-39D60DAE335C,B310238A-A5AE-4E94-927B-F0F165E24522,1455925768.513,1455926443.834,2016-02-19 23:49:28.513,2016-02-20 00:00:43.833,iso cap,B,0.035,Completed,0,2016-02-20 00:01:08.177,00000000-0000-0000-0001-000000000000,2.3.0.705f303,2016-02-20 00:01:08.177
