AnalyzerId,EpochTime,GpsTime,GpsLatitude,GpsLongitude,GpsFit,GPSLatitudeUncertainty,GPSLongitudeUncertainty
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498358.957,72759.2,37.4314501401667,-121.954304642,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498359.152,72759.4,37.4314501483333,-121.954304650667,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498359.356,72759.6,37.4314501196667,-121.954304654333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498359.551,72759.8,37.4314501146667,-121.9543046795,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498359.751,72760,37.4314501093333,-121.954304671333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498359.958,72760.2,37.4314501158333,-121.9543046685,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498360.153,72760.4,37.4314500995,-121.954304679333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498360.358,72760.6,37.431450109,-121.954304664833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498360.552,72760.8,37.431450101,-121.9543046675,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498360.756,72761,37.4314500963333,-121.954304680333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498360.951,72761.2,37.431450081,-121.954304703833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498361.154,72761.4,37.4314500668333,-121.954304726,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498361.359,72761.6,37.4314500728333,-121.954304715333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498361.554,72761.8,37.4314500728333,-121.954304696,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498361.758,72762,37.431450089,-121.9543046995,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498361.953,72762.2,37.4314500885,-121.9543047,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498362.153,72762.4,37.4314501005,-121.954304719333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498362.355,72762.6,37.4314501043333,-121.9543047115,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498362.559,72762.8,37.4314501193333,-121.954304722333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498362.76,72763,37.4314501311667,-121.954304706333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498362.953,72763.2,37.4314501341667,-121.9543047185,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498363.154,72763.4,37.4314501358333,-121.954304729333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498363.358,72763.6,37.4314501621667,-121.954304728167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498363.551,72763.8,37.4314501748333,-121.954304731667,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498363.758,72764,37.431450186,-121.954304719333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498363.954,72764.2,37.4314501936667,-121.954304728833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498364.158,72764.4,37.4314502006667,-121.954304723,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498364.36,72764.6,37.431450235,-121.954304723,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498364.554,72764.8,37.4314502478333,-121.9543047235,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498364.757,72765,37.4314502861667,-121.954304713833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498364.96,72765.2,37.4314503148333,-121.954304719333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498365.154,72765.4,37.43145033,-121.9543047065,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498365.354,72765.6,37.4314503666667,-121.954304702,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498365.558,72765.8,37.4314503653333,-121.954304717667,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498365.759,72766,37.4314503921667,-121.954304688,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498365.954,72766.2,37.4314504046667,-121.954304685667,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498366.157,72766.4,37.4314504071667,-121.954304679833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498366.359,72766.6,37.4314504326667,-121.954304673333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498366.554,72766.8,37.4314504323333,-121.954304668167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498366.75,72767,37.4314504323333,-121.954304677167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498366.954,72767.2,37.4314504503333,-121.954304665167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498367.157,72767.4,37.4314504541667,-121.954304671167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498367.359,72767.6,37.4314504511667,-121.954304661333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498367.55,72767.8,37.4314504543333,-121.9543046655,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498367.754,72768,37.4314504613333,-121.954304675333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498367.957,72768.2,37.4314504885,-121.954304659333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498368.152,72768.4,37.4314504915,-121.954304671,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498368.358,72768.6,37.4314505236667,-121.954304650167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498368.551,72768.8,37.4314505551667,-121.954304611,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498368.755,72769,37.431450606,-121.9543045955,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498368.958,72769.2,37.4314506255,-121.954304598167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498369.153,72769.4,37.4314506265,-121.954304601833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498369.35,72769.6,37.4314506468333,-121.954304594833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498369.552,72769.8,37.4314506688333,-121.954304597833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498369.749,72770,37.4314506848333,-121.954304576167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498369.959,72770.2,37.4314506981667,-121.9543045795,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498370.151,72770.4,37.4314507075,-121.954304567333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498370.354,72770.6,37.4314507175,-121.954304557167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498370.559,72770.8,37.4314507351667,-121.954304547333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498370.753,72771,37.4314507528333,-121.954304551,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498370.956,72771.2,37.4314507508333,-121.954304543667,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498371.153,72771.4,37.4314507661667,-121.954304560333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498371.359,72771.6,37.4314507726667,-121.954304549,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498371.554,72771.8,37.4314507686667,-121.954304556333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498371.757,72772,37.431450774,-121.954304563,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498371.951,72772.2,37.4314507781667,-121.954304563667,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498372.155,72772.4,37.4314507875,-121.954304553333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498372.35,72772.6,37.4314508151667,-121.954304544833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498372.557,72772.8,37.4314508268333,-121.954304539667,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498372.756,72773,37.4314508435,-121.954304543167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498372.957,72773.2,37.4314508641667,-121.9543045255,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498373.159,72773.4,37.4314508586667,-121.954304530333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498373.36,72773.6,37.4314508666667,-121.954304543167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498373.555,72773.8,37.4314508713333,-121.954304551333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498373.75,72774,37.4314508928333,-121.954304540833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498373.954,72774.2,37.431450919,-121.954304527167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498374.15,72774.4,37.431450927,-121.9543045265,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498374.353,72774.6,37.431450941,-121.954304534333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498374.556,72774.8,37.4314509336667,-121.954304525833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498374.758,72775,37.4314509298333,-121.954304513167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498374.955,72775.2,37.4314509446667,-121.954304492,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498375.15,72775.4,37.4314509531667,-121.954304503333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498375.352,72775.6,37.4314509513333,-121.954304491167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498375.556,72775.8,37.4314509603333,-121.954304509,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498375.758,72776,37.4314509735,-121.954304502333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498375.958,72776.2,37.431450971,-121.954304514167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486498376.15,72776.4,37.4314509676667,-121.9543045115,2,0,0
