LINESTRING (-121.98415205 37.39707747, -121.98417454 37.3970205, -121.98385906 37.39701833, -121.9837755 37.39704948, -121.98373721 37.39711703, -121.98377109 37.39716779, -121.98387213 37.3971969, -121.98458424 37.39722369, -121.98470487 37.39719052, -121.98480584 37.39706633, -121.98490583 37.39704192, -121.98497461 37.39707725, -121.98499521 37.39716302, -121.98499007 37.40136025, -121.98488192 37.40182586, -121.98435179 37.40324211, -121.9843308 37.40343653, -121.98441016 37.4035812, -121.98454723 37.40365197, -121.98478933 37.40367502, -121.98745582 37.40364876, -121.98852668 37.4036742, -121.99001479 37.40362434, -121.9912509 37.40345388)
LINESTRING (-121.99133306 37.4034462, -121.99226324 37.40342452, -121.99238989 37.40345953, -121.99246167 37.40354148, -121.99250055 37.40412602, -121.99251526 37.40590197, -121.99249496 37.40614561, -121.9924426 37.40627008, -121.99234005 37.40632303, -121.99212329 37.40634327, -121.98915848 37.40639028, -121.98883303 37.40638645, -121.98867934 37.40632317, -121.98861876 37.40614948, -121.98860505 37.40531065, -121.98863242 37.40381305, -121.98865384 37.4037357, -121.98871157 37.40368946, -121.99008674 37.40363999, -121.99139682 37.40343358, -121.99243689 37.40344317, -121.99397398 37.40352092, -121.99510262 37.40352061, -121.99516805 37.40355048, -121.99557364 37.40356398, -121.99568205 37.40367276, -121.99583881 37.40445184, -121.99607415 37.40513204, -121.99649228 37.4059091, -121.99723339 37.40712804, -121.99738996 37.40744434, -121.99745651 37.40765553, -121.99746692 37.40795409, -121.99737505 37.40824804, -121.99689481 37.40896781, -121.99668951 37.40920236, -121.99645282 37.40937546, -121.9961597 37.40950836, -121.99464203 37.40995373, -121.98961691 37.41110461, -121.98741616 37.41170034, -121.9853593 37.41236362, -121.98309979 37.41324529, -121.9721347 37.41787698, -121.97132558 37.41818516, -121.97062842 37.41839881, -121.96962864 37.41860954, -121.96868886 37.41871236, -121.96145242 37.41896896, -121.9592486 37.41911744)
LINESTRING (-121.95813378 37.41920869, -121.95653583 37.41928051, -121.94408382 37.41927446, -121.94339338 37.41931665, -121.94245435 37.41942794, -121.93996226 37.41976739, -121.93975649 37.4198494, -121.93970524 37.41993336, -121.93970489 37.42003735, -121.93997529 37.42088386, -121.94005345 37.42142058, -121.94001803 37.42181433, -121.93986865 37.42265827, -121.93988174 37.42322464, -121.94152344 37.43381855, -121.94160069 37.43418424, -121.94170503 37.43447184, -121.94193192 37.43481794, -121.94226062 37.4351533, -121.94262632 37.43540835, -121.94301442 37.4355925, -121.94347498 37.43572313, -121.94399864 37.43578806, -121.94450594 37.43577695, -121.94496717 37.43569612, -121.94560727 37.4354657, -121.95008537 37.43357233, -121.95198446 37.43280013, -121.95301527 37.43242209, -121.95343678 37.43218651, -121.95524099 37.43092086, -121.95547509 37.43080702, -121.95569166 37.43075243, -121.95599209 37.43074796, -121.96209081 37.43128405, -121.96411661 37.43143493)
