AnalyzerId,EpochTime,WindSpeedLateral,WindSpeedLongitudinal,Status,Index
00000015-db64-fde7-7e67-39c8ac533d51,1486503821.527,-1.41,-0.16,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503821.772,-1.32,-0.33,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503822.022,-1.26,-0.27,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503822.279,-1.26,-0.19,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503822.532,-1.24,-0.35,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503822.773,-1.22,-0.27,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503823.027,-1.17,-0.26,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503823.277,-1.22,-0.02,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503823.524,-1.12,0.22,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503823.775,-1.03,0.21,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503824.024,-0.99,0.1,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503824.273,-0.86,-0.06,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503824.529,-0.74,-0.01,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503824.775,-0.67,-0.02,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503825.023,-0.6,-0.07,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503825.281,-0.55,-0.08,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503825.525,-0.55,-0.09,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503825.78,-0.54,0.01,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503826.026,-0.53,-0.22,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503826.275,-0.59,-0.27,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503826.525,-0.6,-0.36,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503826.783,-0.91,-0.12,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503827.03,-1.04,-0.13,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503827.278,-0.99,-0.11,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503827.533,-0.87,0.21,0,0
00000015-db64-fde7-7e67-39c8ac533d51,1486503827.784,-0.6,0.35,0,0
