AnalyzerId,EpochTime,GpsTime,GpsLatitude,GpsLongitude,GpsFit,GPSLatitudeUncertainty,GPSLongitudeUncertainty
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499681.116,74081.4,37.4057134428333,-121.9886341055,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499681.319,74081.6,37.4057134331667,-121.988634122667,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499681.515,74081.8,37.4057134288333,-121.988634123667,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499681.719,74082,37.4057134345,-121.988634123667,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499681.923,74082.2,37.4057134393333,-121.988634138,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499682.121,74082.4,37.4057134278333,-121.988634147333,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499682.318,74082.6,37.4057134225,-121.988634152333,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499682.522,74082.8,37.4057134186667,-121.988634143167,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499682.714,74083,37.405713421,-121.988634171167,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499682.92,74083.2,37.405713394,-121.98863417,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499683.116,74083.4,37.4057134033333,-121.988634167167,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499683.322,74083.6,37.4057134038333,-121.9886341815,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499683.515,74083.8,37.4057134021667,-121.988634193,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499683.721,74084,37.4057134095,-121.988634206167,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499683.915,74084.2,37.4057134188333,-121.9886342,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499684.114,74084.4,37.4057134193333,-121.9886342045,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499684.319,74084.6,37.405713416,-121.9886342045,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499684.514,74084.8,37.4057134076667,-121.9886342235,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499684.719,74085,37.4057133813333,-121.988634231333,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499684.913,74085.2,37.4057133793333,-121.988634226167,2,0,0
f5970731-ce37-f7f3-db5f-39d7e2d02053,1486499685.121,74085.4,37.4057133661667,-121.988634222667,2,0,0
