Id,AnalyzerId,SurveyorUnitId,ReferenceGasBottleId,UserId,SurveyModeTypeId,StartEpoch,EndEpoch,StartDateTime,EndDateTime,Tag,StabilityClass,MinimumAmplitude,LeakRate,Status,Deleted,ProcessingDateStarted,LocationId,BuildNumber
4CE925C5-A081-319D-220A-39D83A6B8751,26F7026D-788B-0413-0D89-39D76AFCAAFE,47FC54A4-26ED-7306-4D1D-39D76AFC27C4,34E929E4-CEF1-F8A6-C3A6-39D76AFD4CAC,DE734DDF-363E-49FC-8DBC-39C8C221C601,B310238A-A5AE-4E94-927B-F0F165E24522,1465259042.738,1465259049.423,2016-06-07 00:24:02.737,2016-06-07 00:24:09.423,Ethane1MinSurvey,C,0.035,1.16667,Completed,0,2016-06-07 00:24:26.143,00000000-0000-0000-0001-000000000000,2.3.0.37aba1e
