Id,AnalyzerId,EpochTime,UserId,Lat,Lon,Text,Deleted
C82B964B-EA70-59C4-FF07-39D4BEED00F0,00000015-DB64-FDE7-7E67-39C8AC533D49,1450302201.03,DE734DDF-363E-49FC-8DBC-39C8C221C572,37.4198537115833,-121.978841510667,Ref Gas Canceled,0
135BFB03-82AF-4996-9046-39D4BEF88844,00000015-DB64-FDE7-7E67-39C8AC533D49,1450302433.599,DE734DDF-363E-49FC-8DBC-39C8C221C572,37.42015518068,-121.979114899731,Not Natural Gas,0
9C2D6A88-02D9-3BD7-89FC-39D4BEFB9900,00000015-DB64-FDE7-7E67-39C8AC533D49,1450303171.58,DE734DDF-363E-49FC-8DBC-39C8C221C572,37.4198865253513,-121.979552079459,Iso Cap Canceled,0
B447C82D-2AA3-05BE-8DE6-39D4BF08DE20,00000015-DB64-FDE7-7E67-39C8AC533D49,1450303515.141,DE734DDF-363E-49FC-8DBC-39C8C221C572,37.41989690438,-121.979533531693,Ref Gas Passed,0
