Id,AnalyzerId,SurveyorUnitId,ReferenceGasBottleId,UserId,SurveyModeTypeId,StartEpoch,EndEpoch,StartDateTime,EndDateTime,Tag,StabilityClass,MinimumAmplitude,LeakRate,Status,Deleted,ProcessingDateStarted,LocationId,BuildNumber,ProcessingDateCompleted
946338AA-A24E-0E92-1DC3-39D76BD9F54D,26F7026D-788B-0413-0D89-39D76AFCAAFE,47FC54A4-26ED-7306-4D1D-39D76AFC27C4,34E929E4-CEF1-F8A6-C3A6-39D76AFD4CAC,C67BAF53-693B-78F8-0498-39D76B0009AA,4901E67A-4C00-4436-ADC0-9CFB277BB312,1461793395.973,1461794069.983,2016-04-27 21:43:15.973,2016-04-27 21:54:29.983,EthaneOpertor1,D,5,166.667,Completed,0,2016-04-27 21:54:41.153,00000000-0000-0000-0001-000000000000,2.3.0.a701ff6,2016-04-27 21:54:41.153
