Id,AnalyzerId,SurveyorUnitId,ReferenceGasBottleId,UserId,SurveyModeTypeId,StartEpoch,EndEpoch,StartDateTime,EndDateTime,Tag,StabilityClass,MinimumAmplitude,LeakRate,Status,Deleted,ProcessingDateStarted,LocationId,BuildNumber,ProcessingDateCompleted
2E10CAE9-CB00-4CA6-8B0C-EC98EA07C01E,D2CCC285-2BD3-5D22-667E-39D823D4D255,EDA5A3A0-7B86-A343-69F6-39D8A7186DC1,AE226F93-63FB-181B-F319-39D8A7193208,A4897D62-26A6-48E5-9966-39D23A68B161,B310238A-A5AE-4E94-927B-F0F165E24522,1469939969,1469968767,07:42.9,07:41.3,8hoursurvey11,E,0.035,1.166666667,Completed,0,07:12.9,00000000-0000-0000-0001-000000000000,2.4.0.4e7f70c,08:29.7
