AnalyzerId,EpochTime,Shape,SurveyId
45e3bfbc-e42c-459a-91a2-39cfd6851706,1456167716,0xE610000001040500000087A2D6758F7E5EC09AAAF59B23B54240C37F6E8A907E5EC06F5BF0CC23B5424061B81805907E5EC03EE0C96B23B542404D14DC768F7E5EC0FC56DA6823B5424087A2D6758F7E5EC09AAAF59B23B5424001000000020000000001000000FFFFFFFF0000000003,069db64b-55d5-7522-48e4-39d61c888093
45e3bfbc-e42c-459a-91a2-39cfd6851706,1456167717,0xE610000001040500000052D686718F7E5EC058294C4124B542405F2A8141927E5EC07D528C3125B54240C37F6E8A907E5EC06F5BF0CC23B5424087A2D6758F7E5EC09AAAF59B23B5424052D686718F7E5EC058294C4124B5424001000000020000000001000000FFFFFFFF0000000003,069db64b-55d5-7522-48e4-39d61c888093
45e3bfbc-e42c-459a-91a2-39cfd6851706,1456167718,0xE6100000010405000000B7B237678F7E5EC00CC5799225B542408C7FF4AB957E5EC09DA9C7C328B542405F2A8141927E5EC07D528C3125B5424052D686718F7E5EC058294C4124B54240B7B237678F7E5EC00CC5799225B5424001000000020000000001000000FFFFFFFF0000000003,069db64b-55d5-7522-48e4-39d61c888093
45e3bfbc-e42c-459a-91a2-39cfd6851706,1456167719,0xE610000001040500000070A05D578F7E5EC0B47FA36B27B5424091EA8554967E5EC0D3EEC4FC2BB542408C7FF4AB957E5EC09DA9C7C328B54240B7B237678F7E5EC00CC5799225B5424070A05D578F7E5EC0B47FA36B27B5424001000000020000000001000000FFFFFFFF0000000003,069db64b-55d5-7522-48e4-39d61c888093
45e3bfbc-e42c-459a-91a2-39cfd6851706,1456167720,0xE6100000010405000000A20B513E8F7E5EC099F5B1D429B5424023FAE22B967E5EC0028084102FB5424091EA8554967E5EC0D3EEC4FC2BB5424070A05D578F7E5EC0B47FA36B27B54240A20B513E8F7E5EC099F5B1D429B5424001000000020000000001000000FFFFFFFF0000000003,069db64b-55d5-7522-48e4-39d61c888093
45e3bfbc-e42c-459a-91a2-39cfd6851706,1456167721,0xE6100000010405000000ED1EDF1C8F7E5EC0122FB2C22CB542406ED369F9957E5EC0CCB7741333B5424023FAE22B967E5EC0028084102FB54240A20B513E8F7E5EC099F5B1D429B54240ED1EDF1C8F7E5EC0122FB2C22CB5424001000000020000000001000000FFFFFFFF0000000003,069db64b-55d5-7522-48e4-39d61c888093
45e3bfbc-e42c-459a-91a2-39cfd6851706,1456167722,0xE61000000104050000000933F2FA8E7E5EC051581B0730B54240C9E5E248957E5EC000D097AA37B542406ED369F9957E5EC0CCB7741333B54240ED1EDF1C8F7E5EC0122FB2C22CB542400933F2FA8E7E5EC051581B0730B5424001000000020000000001000000FFFFFFFF0000000003,069db64b-55d5-7522-48e4-39d61c888093
45e3bfbc-e42c-459a-91a2-39cfd6851706,1456167723,0xE61000000104050000004E7ECDDD8E7E5EC04BA0687733B542405E5FA5C3947E5EC0312AAADE3BB54240C9E5E248957E5EC000D097AA37B542400933F2FA8E7E5EC051581B0730B542404E7ECDDD8E7E5EC04BA0687733B5424001000000020000000001000000FFFFFFFF0000000003,069db64b-55d5-7522-48e4-39d61c888093
45e3bfbc-e42c-459a-91a2-39cfd6851706,1456167724,0xE61000000104050000004DE68FCC8E7E5EC0B812DA4D37B5424020446E8C947E5EC0B862561340B542405E5FA5C3947E5EC0312AAADE3BB542404E7ECDDD8E7E5EC04BA0687733B542404DE68FCC8E7E5EC0B812DA4D37B5424001000000020000000001000000FFFFFFFF0000000003,069db64b-55d5-7522-48e4-39d61c888093
45e3bfbc-e42c-459a-91a2-39cfd6851706,1456167725,0xE6100000010405000000FE6280828E7E5EC08689EA543BB542409E37E08A947E5EC0FD88D61E44B5424020446E8C947E5EC0B862561340B542404DE68FCC8E7E5EC0B812DA4D37B54240FE6280828E7E5EC08689EA543BB5424001000000020000000001000000FFFFFFFF0000000003,069db64b-55d5-7522-48e4-39d61c888093
45e3bfbc-e42c-459a-91a2-39cfd6851706,1456167726,0xE6100000010405000000B1625D5D8E7E5EC0758D03543FB54240D45EAD6B957E5EC063037D1E46B542409E37E08A947E5EC0FD88D61E44B54240FE6280828E7E5EC08689EA543BB54240B1625D5D8E7E5EC0758D03543FB5424001000000020000000001000000FFFFFFFF0000000003,069db64b-55d5-7522-48e4-39d61c888093
45e3bfbc-e42c-459a-91a2-39cfd6851706,1456167727,0xE6100000010405000000996D67408E7E5EC09BFBCF7343B542405DEB261D967E5EC03093D9C846B54240D45EAD6B957E5EC063037D1E46B54240B1625D5D8E7E5EC0758D03543FB54240996D67408E7E5EC09BFBCF7343B5424001000000020000000001000000FFFFFFFF0000000003,069db64b-55d5-7522-48e4-39d61c888093
45e3bfbc-e42c-459a-91a2-39cfd6851706,1456167728,0xE6100000010405000000EAD8393A8E7E5EC06EF2CF2447B54240F4AD226C957E5EC076847D8A47B542405DEB261D967E5EC03093D9C846B54240996D67408E7E5EC09BFBCF7343B54240EAD8393A8E7E5EC06EF2CF2447B5424001000000020000000001000000FFFFFFFF0000000003,069db64b-55d5-7522-48e4-39d61c888093
45e3bfbc-e42c-459a-91a2-39cfd6851706,1456167729,0xE6100000010405000000ADF557368E7E5EC0CE8B815E4AB5424064C5B83A957E5EC097C54F3249B54240F4AD226C957E5EC076847D8A47B54240EAD8393A8E7E5EC06EF2CF2447B54240ADF557368E7E5EC0CE8B815E4AB5424001000000020000000001000000FFFFFFFF0000000003,069db64b-55d5-7522-48e4-39d61c888093
