LINESTRING (-122.2329277 37.482072, -122.2331042176617 37.481922766666671)
LINESTRING (-122.2334354475086 37.481640599054977, -122.2336643087849 37.481479273973733, -122.2336633049751 37.481423697014932, -122.23358337935321 37.481420250746268, -122.2335115620232 37.481519917993367, -122.2325821877604 37.482348855208343, -122.2320163714044 37.482835024365478, -122.2318527290216 37.482909760945283, -122.2318486098039 37.482953712745093, -122.23188872610839 37.482974257389159, -122.2319464595935 37.48294057243902, -122.233467779357 37.481591022081219, -122.2336519953565 37.481492999170811, -122.233664005314 37.481449884541057, -122.2335904240385 37.481424998076918, -122.23360875 37.481416130650409, -122.2330728057823 37.48190898265306, -122.23253471 37.482353570854713, -122.2323991904762 37.482351668027214, -122.2320307022337 37.482098437113407, -122.232108720915 37.482057088235287, -122.2320845357724 37.482088545447162, -122.2321212006803 37.482122547959179, -122.2323264960784 37.4822060119281, -122.232423722 37.482400461833329, -122.2323676349573 37.48248715119658, -122.2320251727124 37.482784275653593, -122.2318646532313 37.482863357823128, -122.23187133811879 37.482918437211218, -122.23194982268291 37.482892834227648, -122.233451155641 37.481563331794867, -122.2335528291262 37.481489675889968, -122.23367943547009 37.481457548803419, -122.233698900813 37.48140596414634, -122.2336506248792 37.481378510628019, -122.2335971268473 37.481398196141207, -122.2320023511226 37.4828179367012, -122.2318485146766 37.482870267661689, -122.2318380088284 37.482907251732684, -122.231872411082 37.482936562041878, -122.231973519374 37.4828860961083, -122.23354402183909 37.4814996867816)
LINESTRING (-122.2331895166667 37.4817792863711, -122.2331937889718 37.48178406666667)
LINESTRING (-122.2322639863475 37.482660445035457, -122.23264196393031 37.482320416417913)
LINESTRING (-122.23217679948451 37.482730025773193, -122.2322639863475 37.482660445035457)
LINESTRING (-122.23354402183909 37.4814996867816, -122.2336978251231 37.481432472413793, -122.2337000378007 37.481392261683851, -122.23365331051281 37.481367024871787, -122.23360084341461 37.481387851300823, -122.2320988 37.48273554655173, -122.2319584526403 37.482846319967, -122.2318592737977 37.482870772056387, -122.2318368369106 37.482924894878053, -122.2318850954106 37.48294685, -122.2319488282927 37.482919807560982, -122.23244332857141 37.48245932857143, -122.232402177451 37.482351040196072, -122.2320333734323 37.482079748019807, -122.2320728552137 37.482060090598289, -122.2320743389984 37.48212034195403, -122.2323636516156 37.482347608078229, -122.2324039654351 37.482440902545157, -122.2319780580488 37.4828333003252, -122.2320064568144 37.482895535221672, -122.2319654181973 37.482901257568017, -122.2325897175743 37.482350666666669)
LINESTRING (-122.232589658459 37.4823507082077, -122.23348996928451 37.48155674240838, -122.23368483647469 37.481457029930191, -122.2336862215686 37.481420142483657, -122.2336436788998 37.481394762068973, -122.2335877262023 37.481413747927029, -122.2326091861667 37.482302216333331, -122.23238998822551 37.482413226699833, -122.2324046146766 37.482448915174118, -122.2324808684433 37.482449940439928, -122.2325064325243 37.482418403721681, -122.2324841635987 37.48237392943615, -122.23239875719121 37.482385059475462, -122.232416619403 37.48244567238806, -122.2324981268473 37.482413415024631, -122.23248563284071 37.482378075451557, -122.2324060759549 37.482379256076392, -122.2324133569786 37.482442591954033, -122.2324980958128 37.482414892446627, -122.23246094210531 37.482369332456138, -122.2324036736111 37.4823846046875, -122.232336609901 37.482546815841587, -122.2319739432676 37.482854421100157, -122.23186007758621 37.482893545977007, -122.2318458750415 37.482949451243783, -122.23183132964741 37.482935578445513, -122.23191036857381 37.48293547935323, -122.2319605887789 37.482898956435641, -122.2324851570957 37.482454699669972, -122.2324738076923 37.48238408717949, -122.232386911248 37.482413665681449, -122.2324538955161 37.482462793739423, -122.23248598333331 37.482444811139032, -122.2324850984925 37.482391004773874, -122.232398990536 37.482390911557793, -122.2324069166667 37.482451095833333, -122.2324851318408 37.4824427840796, -122.2334902533003 37.481557596204617, -122.2336733102041 37.4814771962585, -122.2336879955665 37.48142340270936, -122.23365095248759 37.48139924104477, -122.23358878620689 37.481416427586211, -122.2326301833334 37.482283225, -122.232395337963 37.482399363888888, -122.2323930785948 37.482452704738563, -122.2324746825833 37.48245952933334, -122.2324784311667 37.482392755, -122.2323915014925 37.482401599253727, -122.2323932786408 37.482450620550161, -122.2324744412371 37.48245294072165, -122.2334434441177 37.481599031372554, -122.2336426578773 37.481489299668333, -122.23367828957311 37.481455142118229, -122.2336724517413 37.481415252736319, -122.23358308431369 37.481411782352943, -122.2335094875 37.48150852083333, -122.2331895166667 37.4817792863711)
LINESTRING (-122.23264196393031 37.482320416417913, -122.2329277 37.482072)
LINESTRING (-122.2331042176617 37.481922766666671, -122.2334354475086 37.481640599054977)
