LINESTRING (-121.98386832782469 37.397081285036457, -121.98387366679189 37.397038883347427, -121.9837785003359 37.397093807873063, -121.9837719377032 37.397147559030678, -121.9838917405385 37.397186922183757, -121.9845909247769 37.397210083643593, -121.98470001151161 37.397180883037947, -121.98479359783251 37.397052912559282, -121.98490183643059 37.397018097479688, -121.98496795670729 37.397059409424394, -121.9849873126505 37.397166410317148, -121.9850134892101 37.399203969523349, -121.9849949865977 37.401403352133, -121.9848902669554 37.401874500428221, -121.9843777102673 37.403159225295269, -121.98433386673 37.403370821396663, -121.98436920198451 37.403510292115122, -121.98451788947391 37.403623177794117, -121.9847672307888 37.403657701118817, -121.9874746024138 37.403628527993362, -121.9883388859688 37.40365108276562, -121.98847621703941 37.403702497572027, -121.9885464098107 37.403792462406152, -121.98854764583329 37.404229603166669)
LINESTRING (-121.9885343935553 37.4042328745374, -121.98845755757689 37.404220943294867, -121.9885304657504 37.404236536880838)
LINESTRING (-121.9885304465908 37.404237129068072, -121.9885607656839 37.404252363896553)
LINESTRING (-121.9885572528644 37.404361647612753, -121.9885644205407 37.4061067485813, -121.98851152440361 37.406323065949337, -121.9884270199608 37.406388162055563, -121.9882831802537 37.406415105714629, -121.9874158737117 37.406423392948128, -121.9869861879771 37.406396965395423, -121.9869340275413 37.406423278222491, -121.9869454493832 37.406471974920962, -121.98842059702859 37.406421120799493, -121.9885132717593 37.406396998074072, -121.9885838027983 37.406333920973509, -121.9886097856436 37.406231595287181, -121.9886154636585 37.403818727534308, -121.98864646620829 37.403714957973627, -121.9887241477816 37.403664394896552, -121.9900176314482 37.403631168426642, -121.9910902147323 37.403458501673413, -121.99166572665411 37.403434200423789, -121.99556607499569 37.403546309103952, -121.9956495826313 37.403638105712119, -121.99583229529171 37.404498210812918, -121.99613321482811 37.40532464204167, -121.9964491920877 37.405936401598957, -121.99740337691711 37.407497297105692, -121.99745979105229 37.407829603372548, -121.9973841257145 37.408172702235973, -121.9967217419579 37.409110769341417, -121.9964837564701 37.40930347988462, -121.9962229072548 37.409432925028852, -121.9951855417778 37.409749596861111, -121.99393378415451 37.410078178051783, -121.98976958414239 37.41100571183172, -121.9885138246389 37.411314615041668, -121.9869522957466 37.4117617783634, -121.985282569711 37.412309465779387, -121.9830542957541 37.413216995698022, -121.97197051234581 37.417907122970142, -121.9707584625714 37.418331397030613, -121.96971324340571 37.418564783407319, -121.96860788776171 37.418691378405867, -121.96134631296189 37.418947035135993, -121.9592447611588 37.419087604375441)
LINESTRING (-121.9578132398092 37.419208002070853, -121.95634209333581 37.4192772498799, -121.9439652457214 37.419266996336553, -121.942986475244 37.419355363304128, -121.93994689224481 37.419767920269088, -121.9398186461205 37.419804478384492, -121.93973642072 37.419865579114209, -121.9397120475182 37.419999539733, -121.9399930857181 37.420785073648418, -121.94009584017191 37.421368777458113, -121.9400668144097 37.421772820713542, -121.939880521113 37.422720556578383, -121.93988269675491 37.423215010107853, -121.9416112274493 37.434222722384867, -121.94175560896559 37.434558702572161, -121.9419989823827 37.434902541520408, -121.9422937306128 37.435182103132988, -121.9426445221351 37.435416837133488, -121.94304965628309 37.4356054397789, -121.9434862847897 37.435732970792309, -121.9439267381667 37.4357944600945, -121.9444058982487 37.435796078716407, -121.9448359365373 37.43573658474876, -121.94528010936961 37.435602307291248, -121.9518435783416 37.432853594055558, -121.95299249087461 37.432434208462283, -121.9535244208496 37.432126530678048, -121.95520933038659 37.430939823128867, -121.95557730521359 37.4307740619824, -121.9560619011034 37.430756749059107, -121.96402486933 37.431456150952378, -121.9640891362145 37.431447658211233, -121.96410895227579 37.4314088705421, -121.9640409291228 37.431366069842113, -121.9637014931313 37.431388759035357, -121.9631387849917 37.431348532179868, -121.9559822693821 37.430728316934953, -121.9555761549159 37.430744053601941, -121.9552289388055 37.430899035722227, -121.9535009092712 37.4321155504403, -121.95298417014951 37.432410456912372, -121.9520861228267 37.432724998901662, -121.9510631517882 37.433138569325941, -121.9453100496504 37.435555447264228, -121.9449197715622 37.435673547773632, -121.9445499374513 37.435738580457929, -121.94413095968881 37.435761891681977, -121.9437515176684 37.435735233964287, -121.9430454537649 37.435561151931523, -121.94247901496141 37.435271889394087, -121.9422277313415 37.435074352846343, -121.9419956202436 37.434833529653837, -121.9418158246885 37.434579467699827, -121.9416928914351 37.434336916684742, -121.94157817962029 37.433942046457048, -121.9407429284455 37.428483182495121, -121.94069534054189 37.428384263935037, -121.9405974734637 37.4283667025264, -121.9405703158863 37.428429686485472, -121.940700365845 37.428537793922487, -121.940741542187 37.428670474708127, -121.9415360165205 37.433869083182273, -121.9416527162023 37.434346075656947, -121.9419504093791 37.434840356707518, -121.942157024915 37.435068471185367, -121.94237785828879 37.435249127560681, -121.943004479899 37.43558310858463, -121.9433397707118 37.435691497955723, -121.9437291339959 37.435766657693748, -121.9441134808186 37.435794762478658, -121.9444935311828 37.435779153925168, -121.94486088659551 37.435721121914227, -121.9452233026593 37.435614323812807, -121.9514245944286 37.433025298176872, -121.95294157266829 37.4324641061748, -121.9533927359534 37.432218336419943, -121.9551915819868 37.430956134988449, -121.9555803233889 37.430778848244437, -121.95598529940369 37.430760641424477, -121.9640038388528 37.4314580473187, -121.9641028062463 37.431441186864006, -121.96416333472111 37.4313819290759, -121.96410758512459 37.431343395737862, -121.9638211147149 37.431388732928937, -121.96357828995571 37.431387688940887, -121.9559600748549 37.430726740621061, -121.9555941193487 37.43074189022564, -121.95542798483331 37.4307919105, -121.95522613989721 37.430901687541457, -121.95347300813791 37.432142665002623, -121.9530613415605 37.432382876120229, -121.9512416544683 37.433075820593487, -121.9453660782772 37.435547020981858, -121.9447668348292 37.435721556340788, -121.9441351297763 37.435775041678752, -121.94346281033739 37.4356960067802, -121.9428827159409 37.435509305767653, -121.942410200539 37.43523529142454, -121.9420378687759 37.4348956423752, -121.94176003727991 37.434490585700651, -121.9416123629565 37.434081497443351, -121.9399483061863 37.423429315645421, -121.93992702098539 37.422764682634309, -121.9400685440761 37.422030686111682, -121.940060351641 37.421904533390553, -121.93999244833169 37.421792837968333, -121.93987293039061 37.421729589044268, -121.9392690348308 37.421717665493169, -121.9389952669959 37.421647470650413, -121.9387966330807 37.421502973493858, -121.938678274933 37.421271507110283, -121.9387019888818 37.421021656151069, -121.9387788682136 37.420902415843038, -121.938893304612 37.4208042489801, -121.9392946568488 37.420616639010568, -121.9398941808282 37.420446398884607)
LINESTRING (-121.94086829818571 37.420188279804762, -121.9433155319231 37.4196032225, -121.9443232372857 37.41947490794827, -121.9564125398276 37.41949317783908, -121.957736461808 37.419465007700992, -121.959670873133 37.419367557499143)
LINESTRING (-121.9608796461804 37.419297732854268, -121.9684938992602 37.419061933935367, -121.9693927845094 37.418982911572279, -121.9702358043793 37.41884211055747, -121.9710782103037 37.418625150833343, -121.9720554741709 37.418299784974351, -121.97732859373249 37.416311516766669, -121.97747222730359 37.41623188283333, -121.9775647026803 37.416136212632658, -121.977627027102 37.4160019194932, -121.97764972133329 37.4158480665)
LINESTRING (-121.9776847420227 37.415395563113272, -121.97782457052649 37.410714453164182, -121.97788445471279 37.410560925664953, -121.9780540833645 37.410512788185549, -121.9805840612413 37.410518000597023, -121.981173860869 37.410553274516587, -121.9824588439819 37.410710989565679, -121.98462250215771 37.410700840210573, -121.9847543346993 37.410661349240193, -121.9848440878317 37.410552819529713, -121.984884192943 37.410057168017538)
