AnalyzerId,EpochTime,CreateDate,GpsLatitude,GpsLongitude,GpsFit,Shape,InstrumentStatus,ValveMask,CarSpeedNorth,CarSpeedEast,WindSpeedNorth,WindSpeedEast,WindDirectionStdDev,WeatherStationRotation,WindSpeedLateral,WindSpeedLongitudinal,ChemDetect,Species,CH4,CO2,H2OPercent,DeltaCH4,PeripheralStatus,AnalyzerStatus,CavityPressure,WarmBoxTemperature,HotBoxTemperature,MobileFlowRate,AnalyzerMode,PeakDetectorState,C2H6,C2H4,AnalyzerEthaneConcentrationUncertainty
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842682.756,2016-09-02 18:58:02.756,37.3970735,-121.984322866667,1,0xE6100000010C8B425625FF7E5EC0DB4DF04DD3B24240,0,0,-0.00153028846300217,-0.000218019754016377,0.25576034133837,0.0519010169050544,44.5231658945092,-0.998580809588234,-0.251314741035857,0.410358565737052,0,170,1.95496049198775,0,1.5730517495159,0,0,0,148.005645751953,50.0008163452148,45.0000839233398,4.425,0,0,0.000241204000532071,-0.0149437391092591,0.004
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842683.056,2016-09-02 18:58:03.056,37.3970734838409,-121.984322866667,1,0xE6100000010C8B425625FF7E5EC04C9ACD4DD3B24240,0,0,-0.00194844581580307,-0.000431266900002295,0.255727047957672,0.0334129651420077,44.0873083633993,-0.998580809588234,-0.2,0.420813008130081,0,170,1.95540886398681,0,1.57471793307178,0,0,0,147.996496322307,50.0008163452148,45.0000839233398,4.425,0,0,0.00194856393652925,-0.0210148809227976,0.004
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842683.37,2016-09-02 18:58:03.370,37.3970734833333,-121.984322866667,1,0xE6100000010C8B425625FF7E5EC03E83CC4DD3B24240,0,0,-0.00223900108900404,-0.0010774732919049,0.250947554358976,0.0149075272820425,43.8036301755153,-0.998580809588233,-0.235791505791506,0.415366795366795,0,170,1.95533538976635,0,1.59415322436454,0,0,0,147.987545419247,50.0008163452148,45.0000839233398,4.425,0,0,0.00703796236260315,-0.0157079854069558,0.004
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842683.677,2016-09-02 18:58:03.677,37.3970734821368,-121.984322866667,1,0xE6100000010C8B425625FF7E5EC075F1C94DD3B24240,0,0,-0.00252307901535022,-0.00170927380882879,0.246274609980633,-0.00318536896957947,43.5262760236669,-0.998580809588234,-0.302655601659751,0.331452282157676,0,170,1.95456719802719,0,1.57185568799719,0,0,0,147.956512451172,50.0008163452148,45.0000839233398,4.425,0,0,0.00439257002035347,-0.0225001122461756,0.004
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842683.966,2016-09-02 18:58:03.966,37.3970734666667,-121.98432287585,1,0xE6100000010CBF1E6025FF7E5EC0AEB8A84DD3B24240,0,0,-0.00279050090692691,-0.00230403064723597,0.241875649311769,-0.0202174439426048,43.2651836787673,-0.998580809588234,-0.242972972972973,0.210540540540541,0,170,1.95460084839167,0,1.58277562707975,0,0,0,147.981303438227,50.0008163452148,45.0000839233398,4.425,0,0,-0.00306299701448957,-0.0141190424465428,0.004
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842684.261,2016-09-02 18:58:04.261,37.3970734666667,-121.984322883333,1,0xE6100000010CA8276825FF7E5EC0AEB8A84DD3B24240,0,0,-0.00302138751134881,-0.00262098868155554,0.262374415923766,-0.00506788948565165,43.3314355096478,-0.998580809588234,-0.0972064777327935,-0.0395546558704454,0,170,1.95414841706991,0,1.59022958251257,0,0,0,148.017837524414,50.0008163452148,45.0000839233398,4.425,0,0,-0.00276176395534066,-0.0146048798448962,0.004
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842684.569,2016-09-02 18:58:04.569,37.3970734574434,-121.984322892557,1,0xE6100000010C220F7225FF7E5EC01EEA944DD3B24240,0,0,-0.00325672453536093,-0.00291245184478259,0.287175250215503,0.0151743519657773,43.4458658614504,-0.998580809588234,-0.264370078740158,-0.0634251968503937,0,170,1.95429195829661,0,1.57719406759523,0,0,0,147.993346194003,50.0008163452148,45.0000839233398,4.425,0,0,-0.0050455819724108,-0.0104433105347569,0.004
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842684.869,2016-09-02 18:58:04.869,37.3970734492647,-121.984322916667,1,0xE6100000010C70F28B25FF7E5EC0D559834DD3B24240,0,0,-0.00348594890939872,-0.00319634453623752,0.311331906993168,0.0348908209119742,43.5573239963231,-0.998580809588234,-0.270526315789474,0.978987854251012,0,170,1.9539609405707,0,1.58315272937497,0,0,0,147.982955932617,50.0008163452148,45.0000839233398,4.425,0,0,0.00262431958731725,-0.0111623948318869,0.004
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842685.16,2016-09-02 18:58:05.160,37.3970734250859,-121.984322924914,1,0xE6100000010C5BCD9425FF7E5EC0656D4F4DD3B24240,0,0,-0.00352370090630468,-0.00303888237463447,0.334003121910055,0.0633963830714837,41.7253125139592,-0.998580809588234,0.346823529411765,1.50847058823529,0,170,1.95381342194238,0,1.60819317098346,0,0,0,147.982955932617,50.0008163452148,45.0000839233398,4.443,0,0,0.0034192052956963,-0.0118488319227776,0.004
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842685.456,2016-09-02 18:58:05.456,37.3970734166667,-121.984322933333,1,0xE6100000010C8ED79D25FF7E5EC0E4583D4DD3B24240,0,0,-0.00340836701042052,-0.00251823939642182,0.356430316939405,0.100204052236207,38.2460516749648,-0.998580809588234,0.21155737704918,1.58561475409836,0,170,1.95446984753417,0,1.57636549915767,0,0,0,147.982502389461,50.0008234876267,45.0001089217815,4.443,0,0,-0.00226084785812216,-0.0265493390478635,0.004
