LINESTRING (-121.97909735391084 37.419396798744167, -121.97860636209721 37.419721147607028, -121.97852696542078 37.419823185573435, -121.97855372524627 37.4199625539005, -121.978806416545 37.420207014824996, -121.97900219074258 37.420199486716172, -121.97952860931582 37.419886095319995, -121.97979303833839 37.41969093152526, -121.97982470943626 37.419566508446074, -121.97809688215041 37.417719538748713, -121.97771620188504 37.417267532172417, -121.97756647962083 37.416961024656665, -121.97748887351979 37.416971146367992, -121.97750124308571 37.417052739711906, -121.97769377538948 37.4173231691886, -121.97833921400751 37.418089601179169, -121.97839453707459 37.418126644247614, -121.97844709247126 37.4181168605977, -121.9784438774055 37.418050242379771, -121.97790088878334 37.417432139609161, -121.97771949979357 37.417085266659022, -121.97766822769152 37.416860361027361, -121.97767940668075 37.4162669808068)
LINESTRING (-121.97769893375833 37.415075060408334, -121.97768876836071 37.41406984360448, -121.977745177965 37.413304440031673, -121.9777923201985 37.4114807428995, -121.97783842121122 37.4106607947137, -121.97790587767966 37.410547954540647, -121.97806512383333 37.410518370751717, -121.98079829198667 37.41052637764, -121.9822419107025 37.410703260781673, -121.98301015511942 37.410724081482584, -121.98459703679333 37.410697533106671, -121.98475853007584 37.410660830903332, -121.98483646587667 37.41057751152, -121.98485915483076 37.410375501248289, -121.98484209393368 37.407777548268655, -121.9847472921625 37.407381777217495, -121.98440653527001 37.406484200306664, -121.98436235824167 37.40623116005, -121.9843455560391 37.405825547242792, -121.98433733179375 37.40370954623927, -121.98444622178333 37.403165877185, -121.98471347257333 37.40231135018, -121.98468037349021 37.402226228838231, -121.98458588603857 37.4021551049335, -121.98425580069666 37.402082614816671)
