210A444E-AC42-64EB-C50F-39D9FE713CB5,DC17FED5-F182-FFAA-F02B-39D9FE713CB5,SolarRadiation,strong
3D86E521-3FAD-6193-7F85-39D9FE713CB5,DC17FED5-F182-FFAA-F02B-39D9FE713CB5,TimeOfDay,day
24E1CD5C-2264-73EF-A9EE-39D9FE713CB5,DC17FED5-F182-FFAA-F02B-39D9FE713CB5,Wind,light
