AnalyzerId,EpochTime,SurveyModeTypeId,Shape,SurveyId
43A34021-8814-8A01-9183-39D4B4DE03EB,1459213232,0514B92A-39AE-4111-AF16-4495440EC319,0xE6100000010405000000D57D9D27A07E5EC0BCA65192BFB542408CC866FD9C7E5EC01D1ABBE9BBB542407F87A2409F7E5EC0DFB5749ABFB5424084EDAB9BA07E5EC0EBFE3549C1B54240D57D9D27A07E5EC0BCA65192BFB5424001000000020000000001000000FFFFFFFF0000000003,51961F38-237B-4FE9-9B7D-9035A0633FE8
43A34021-8814-8A01-9183-39D4B4DE03EB,1459213232,4901E67A-4C00-4436-ADC0-9CFB277BB310,0xE6100000010405000000D57D9D27A07E5EC0BCA65192BFB542408CC866FD9C7E5EC01D1ABBE9BBB542407F87A2409F7E5EC0DFB5749ABFB5424084EDAB9BA07E5EC0EBFE3549C1B54240D57D9D27A07E5EC0BCA65192BFB5424001000000020000000001000000FFFFFFFF0000000003,51961F38-237B-4FE9-9B7D-9035A0633FE8
43A34021-8814-8A01-9183-39D4B4DE03EB,1459213232,4901E67A-4C00-4436-ADC0-9CFB277BB311,0xE6100000010405000000D57D9D27A07E5EC0BCA65192BFB542408CC866FD9C7E5EC01D1ABBE9BBB542407F87A2409F7E5EC0DFB5749ABFB5424084EDAB9BA07E5EC0EBFE3549C1B54240D57D9D27A07E5EC0BCA65192BFB5424001000000020000000001000000FFFFFFFF0000000003,51961F38-237B-4FE9-9B7D-9035A0633FE8
43A34021-8814-8A01-9183-39D4B4DE03EB,1459213232,4901E67A-4C00-4436-ADC0-9CFB277BB312,0xE6100000010405000000D57D9D27A07E5EC0BCA65192BFB542408CC866FD9C7E5EC01D1ABBE9BBB542407F87A2409F7E5EC0DFB5749ABFB5424084EDAB9BA07E5EC0EBFE3549C1B54240D57D9D27A07E5EC0BCA65192BFB5424001000000020000000001000000FFFFFFFF0000000003,51961F38-237B-4FE9-9B7D-9035A0633FE8
43A34021-8814-8A01-9183-39D4B4DE03EB,1459213232,E9DD9F53-E5CB-45B3-9517-9DC8E0276C6D,0xE6100000010405000000D57D9D27A07E5EC0BCA65192BFB542408CC866FD9C7E5EC01D1ABBE9BBB542407F87A2409F7E5EC0DFB5749ABFB5424084EDAB9BA07E5EC0EBFE3549C1B54240D57D9D27A07E5EC0BCA65192BFB5424001000000020000000001000000FFFFFFFF0000000003,51961F38-237B-4FE9-9B7D-9035A0633FE8
43A34021-8814-8A01-9183-39D4B4DE03EB,1459213232,B310238A-A5AE-4E94-927B-F0F165E24522,0xE6100000010405000000D57D9D27A07E5EC0BCA65192BFB542408CC866FD9C7E5EC01D1ABBE9BBB542407F87A2409F7E5EC0DFB5749ABFB5424084EDAB9BA07E5EC0EBFE3549C1B54240D57D9D27A07E5EC0BCA65192BFB5424001000000020000000001000000FFFFFFFF0000000003,51961F38-237B-4FE9-9B7D-9035A0633FE8
43A34021-8814-8A01-9183-39D4B4DE03EB,1459213233,0514B92A-39AE-4111-AF16-4495440EC319,0xE610000001040500000084EDAB9BA07E5EC0EBFE3549C1B542407F87A2409F7E5EC0DFB5749ABFB54240C6D8F091A07E5EC002E68CEEC1B54240BCAB604CA17E5EC0903686E7C2B5424084EDAB9BA07E5EC0EBFE3549C1B5424001000000020000000001000000FFFFFFFF0000000003,51961F38-237B-4FE9-9B7D-9035A0633FE8
43A34021-8814-8A01-9183-39D4B4DE03EB,1459213233,4901E67A-4C00-4436-ADC0-9CFB277BB310,0xE610000001040500000084EDAB9BA07E5EC0EBFE3549C1B542407F87A2409F7E5EC0DFB5749ABFB54240C6D8F091A07E5EC002E68CEEC1B54240BCAB604CA17E5EC0903686E7C2B5424084EDAB9BA07E5EC0EBFE3549C1B5424001000000020000000001000000FFFFFFFF0000000003,51961F38-237B-4FE9-9B7D-9035A0633FE8
43A34021-8814-8A01-9183-39D4B4DE03EB,1459213233,4901E67A-4C00-4436-ADC0-9CFB277BB311,0xE610000001040500000084EDAB9BA07E5EC0EBFE3549C1B542407F87A2409F7E5EC0DFB5749ABFB54240C6D8F091A07E5EC002E68CEEC1B54240BCAB604CA17E5EC0903686E7C2B5424084EDAB9BA07E5EC0EBFE3549C1B5424001000000020000000001000000FFFFFFFF0000000003,51961F38-237B-4FE9-9B7D-9035A0633FE8
43A34021-8814-8A01-9183-39D4B4DE03EB,1459213233,4901E67A-4C00-4436-ADC0-9CFB277BB312,0xE610000001040500000084EDAB9BA07E5EC0EBFE3549C1B542407F87A2409F7E5EC0DFB5749ABFB54240C6D8F091A07E5EC002E68CEEC1B54240BCAB604CA17E5EC0903686E7C2B5424084EDAB9BA07E5EC0EBFE3549C1B5424001000000020000000001000000FFFFFFFF0000000003,51961F38-237B-4FE9-9B7D-9035A0633FE8
