LINESTRING (-121.95430466 37.43144998, -121.95430105 37.43152886, -121.95423987 37.43159717, -121.95339766 37.43218701, -121.95305197 37.43238045, -121.95125103 37.43306443, -121.94531447 37.43555381, -121.94485204 37.43568959, -121.9443821 37.435753, -121.94393166 37.43574717, -121.94345142 37.43567413, -121.94285335 37.43547879, -121.94236214 37.43517338, -121.94196022 37.4347771, -121.94168282 37.43428678, -121.94159637 37.43397299, -121.94074351 37.42843519, -121.94067981 37.42833584, -121.94062685 37.42833568, -121.94059721 37.42837068, -121.94073624 37.42862337, -121.94154184 37.4338064, -121.94168224 37.4343657, -121.94182046 37.43462616, -121.94201823 37.43489983, -121.94245499 37.43528288, -121.94304471 37.43558841, -121.9434225 37.43570333, -121.94377901 37.43577157, -121.94414358 37.43579321, -121.94458726 37.43576594, -121.94497042 37.4356941, -121.94535888 37.43556922, -121.95148698 37.43300366, -121.95297649 37.43244193, -121.95345578 37.43217477, -121.9552452 37.43091857, -121.95560099 37.43076396, -121.95596152 37.43074697, -121.96371199 37.43141452, -121.96411478 37.43136644, -121.96447501 37.43118516, -121.96520671 37.43065627, -121.96537027 37.43040304, -121.96542135 37.43003415, -121.96548247 37.42994431, -121.96566556 37.42991769, -121.96597469 37.43005869, -121.96613759 37.43001385, -121.97223646 37.42566209, -121.97267183 37.42530496, -121.97276997 37.42528936, -121.9729274 37.42532553, -121.97528423 37.42616246, -121.97552006 37.42620122, -121.97595558 37.42621383, -121.97609972 37.4261561, -121.97614851 37.42592525, -121.97612118 37.42335117, -121.97616865 37.42157754, -121.97614491 37.42123783, -121.97606203 37.42086075, -121.97588825 37.42045535, -121.97562393 37.42006001, -121.97526176 37.4196923, -121.97467423 37.41927907, -121.9743437 37.41898575, -121.97392309 37.4184447, -121.97386525 37.41834324, -121.97387739 37.41826711, -121.97595741 37.41728439, -121.97637596 37.41716374, -121.97727611 37.4169935, -121.97741254 37.41701919, -121.9775156 37.41709317, -121.97829359 37.41800727, -121.97840463 37.4180321, -121.97871653 37.41795424, -121.97940893 37.41749891, -121.97948148 37.41741451, -121.97959826 37.41668355, -121.97955177 37.41655516, -121.97946094 37.41649823, -121.97937414 37.41652017, -121.97934306 37.41657896, -121.9795588 37.41685038, -121.97949565 37.41725784, -121.97868246 37.41778404, -121.97845246 37.41801994, -121.97844152 37.41812442, -121.97944338 37.41920973, -121.97969747 37.41920749, -121.97984433 37.41932112, -121.9800502 37.41930233, -121.98019469 37.41940137, -121.98028972 37.41941779, -121.98042091 37.41934844, -121.98062975 37.41914023, -121.98067146 37.41904687, -121.98067239 37.4188854, -121.98061739 37.41879556, -121.98001321 37.41859009, -121.97985168 37.41848779, -121.97963779 37.41829027, -121.9794797 37.41831017, -121.97907172 37.418600669999996, -121.97898447 37.4186283, -121.97892182 37.41860222, -121.97852366 37.41818915, -121.97791354 37.41747371, -121.97771271 37.41708258, -121.97765894 37.41678366, -121.97769638 37.41587527)
LINESTRING (-121.97768608 37.41508459, -121.97776063 37.41350386, -121.9777988 37.41138373, -121.97784466 37.41066062, -121.97789995 37.41056448, -121.97825798 37.41052231, -121.9808603 37.41053603, -121.9821882 37.41069791, -121.9826458 37.41072338, -121.98481749 37.41070704, -121.98488473 37.41067211, -121.98485451 37.40997922, -121.98485243 37.40776928, -121.98479034 37.40749001, -121.98442728 37.40655232, -121.98435101 37.40608624, -121.98433664 37.40535558, -121.98437266 37.4039055, -121.98438981 37.40379647, -121.98443674 37.40372895, -121.98457757 37.40369036, -121.9874591 37.40366005, -121.98844444 37.40367994, -121.98985314 37.40364533, -121.99107011 37.40348187, -121.99149332 37.40345285, -121.99227051 37.40345376, -121.99236975 37.40348242, -121.9924488 37.40355348, -121.99247778 37.40370276, -121.99249975 37.406041, -121.99247549 37.40622783, -121.99238896 37.40633404, -121.99222267 37.4063712, -121.98878024 37.40639392, -121.98867742 37.40635095, -121.98861636 37.40624568, -121.98862792 37.40572063)
