AnalyzerId,EpochTime,WindSpeedLateral,WindSpeedLongitudinal,Status,Index
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339965.601,-0.27,0.41,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339966.602,-0.18,0.49,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339967.6,-0.43,0.47,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339968.6,-0.22,0.26,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339969.601,0.27,0.03,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339970.596,-0.08,-0.06,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339971.6,0.31,0.17,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339972.598,-0.04,0.17,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339973.603,0.44,0,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339974.597,0.24,-0.05,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339975.607,0.11,0.55,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339976.599,-0.12,0.72,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339977.606,0.24,0.43,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339978.601,0.08,0.55,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339979.598,-0.13,-0.11,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339980.608,0.25,-0.57,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339981.602,0.25,-0.6,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339982.61,0.2,-0.5,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339983.604,0.14,-0.57,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339984.611,0.14,-0.98,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339985.603,0.22,-0.83,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339986.601,0.07,-1.27,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339987.612,0.29,-1.01,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339988.609,0.57,0.09,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339989.607,0.56,0.17,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339990.607,0.51,0.27,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339991.614,0.32,0.57,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339992.615,-0.21,1.34,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339993.608,0.09,1.25,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339994.614,0.11,0.06,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339995.614,0.21,-0.18,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339996.613,0.37,-0.69,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339997.608,-0.02,-1.35,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339998.608,0.43,-0.86,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456339999.612,0.32,-0.05,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340000.611,0.47,-0.09,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340001.617,-0.03,0.79,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340002.612,-0.13,1.25,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340003.615,0.08,1.74,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340004.612,0.08,1.99,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340005.611,0.19,1.9,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340006.614,0,1.95,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340007.612,0.53,2.43,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340008.618,0.2,3.3,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340009.614,-0.1,4.05,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340010.621,0.03,4.68,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340011.62,-0.11,5.16,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340012.622,-0.06,4.97,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340013.617,-0.29,5.19,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340014.619,0.13,4.91,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340015.62,0.06,4.51,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340016.62,0.17,3.82,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340017.624,0.62,3.82,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340018.623,0.53,3.41,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340019.623,0.47,4.01,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340020.627,0.01,5.51,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340021.626,-0.6,7.51,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340022.619,-0.6,9.77,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340023.624,-0.1,10.25,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340024.619,-0.21,11.8,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340025.619,-0.36,11.91,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340026.628,-0.63,12.41,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340027.627,-0.59,12.56,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340028.621,-0.5,12.78,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340029.623,-0.26,13.77,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340030.627,-0.24,13.98,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340031.628,0.09,14.01,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340032.624,0.07,14.56,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340033.625,0.33,14.63,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340034.633,0.67,14.39,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340035.632,0.51,14.09,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340036.631,0.61,15.03,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340037.63,0.26,15.55,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340038.626,-0.44,16.28,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340039.631,-0.25,16.47,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340040.629,-0.1,16.27,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340041.636,0.11,16.52,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340042.635,0.13,16.73,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340043.634,0.03,16.26,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340044.63,-0.04,16.67,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340045.629,0.41,16.7,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340046.636,0.49,16.3,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340047.634,0.93,15.85,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340048.632,0.49,15.44,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340049.637,0.55,15.66,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340050.639,0.6,16.01,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340051.634,0.73,15.83,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340052.637,0.49,16.02,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340053.64,0.95,16.36,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340054.64,0.68,16.53,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340055.635,0.65,17.21,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340056.64,0.85,16.78,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340057.644,0.61,16.51,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340058.643,0.24,16.76,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340059.643,0.32,16.64,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340060.642,0.43,16.57,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340061.645,-0.08,16.51,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340062.638,-0.32,16.81,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340063.644,-0.25,16.58,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340064.641,-0.48,16.32,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340065.644,-0.06,16.8,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340066.648,0.23,16.07,0,0
43A34021-8814-8A01-9183-39D4B4DE03EB,1456340067.642,0.05,14.77,0,0
