D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842606.865,68203.4,37.39707585,-121.984323766667,1,0.617,0.559
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842607.06,68203.6,37.3970758333333,-121.98432375,1,0.617,0.559
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842607.263,68203.8,37.3970758,-121.98432375,1,0.616,0.558
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842607.461,68204,37.3970758,-121.98432375,1,0.616,0.558
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842607.663,68204.2,37.3970758,-121.98432375,1,0.616,0.558
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842607.857,68204.4,37.3970758,-121.98432375,1,0.616,0.558
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842608.064,68204.6,37.3970758,-121.98432375,1,0.616,0.558
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842608.256,68204.8,37.3970758,-121.98432375,1,0.615,0.557
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842608.464,68205,37.3970757833333,-121.984323733333,1,0.615,0.557
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842608.657,68205.2,37.3970757833333,-121.984323733333,1,0.615,0.557
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842608.861,68205.4,37.3970757666667,-121.984323733333,1,0.615,0.557
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842609.066,68205.6,37.3970757666667,-121.984323733333,1,0.615,0.557
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842609.261,68205.8,37.3970757666667,-121.984323733333,1,0.614,0.556
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842609.466,68206,37.39707575,-121.984323733333,1,0.614,0.556
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842609.666,68206.2,37.3970757333333,-121.984323733333,1,0.614,0.556
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842609.86,68206.4,37.3970757,-121.984323733333,1,0.614,0.556
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842610.057,68206.6,37.3970757,-121.984323733333,1,0.614,0.556
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842610.26,68206.8,37.3970757,-121.984323733333,1,0.613,0.555
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842610.465,68207,37.3970756833333,-121.98432375,1,0.613,0.555
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842610.657,68207.2,37.3970756666667,-121.984323766667,1,0.613,0.555
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842610.864,68207.4,37.3970756666667,-121.984323783333,1,0.613,0.555
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842611.058,68207.6,37.3970756666667,-121.984323783333,1,0.613,0.555
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842611.265,68207.8,37.3970756666667,-121.984323783333,1,0.612,0.554
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842611.456,68208,37.39707565,-121.984323783333,1,0.612,0.554
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842611.662,68208.2,37.3970756333333,-121.9843238,1,0.612,0.554
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842611.865,68208.4,37.3970756166667,-121.984323816667,1,0.612,0.554
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842612.056,68208.6,37.3970756166667,-121.984323816667,1,0.612,0.554
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842612.262,68208.8,37.3970756166667,-121.984323816667,1,0.611,0.553
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842612.463,68209,37.3970756166667,-121.984323816667,1,0.611,0.553
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842612.667,68209.2,37.3970756,-121.984323816667,1,0.611,0.553
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842612.859,68209.4,37.3970755666667,-121.9843238,1,0.611,0.553
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842613.061,68209.6,37.3970755666667,-121.9843238,1,0.611,0.553
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842613.265,68209.8,37.3970755666667,-121.984323816667,1,0.61,0.552
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842613.465,68210,37.39707555,-121.9843238,1,0.61,0.552
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842613.666,68210.2,37.39707555,-121.9843238,1,0.61,0.552
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842613.864,68210.4,37.39707555,-121.9843238,1,0.61,0.552
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842614.064,68210.6,37.39707555,-121.9843238,1,0.61,0.552
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842614.261,68210.8,37.39707555,-121.9843238,1,0.609,0.551
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842614.465,68211,37.39707555,-121.9843238,1,0.609,0.551
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842614.661,68211.2,37.39707555,-121.9843238,1,0.609,0.551
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842614.865,68211.4,37.39707555,-121.9843238,1,0.609,0.551
D2CCC285-2BD3-5D22-667E-39D823D4D255,1472842615.059,68211.6,37.3970755,-121.984323766667,1,0.609,0.551
