LINESTRING (-121.97852571 37.41979093, -121.97853741 37.41980858, -121.97857194 37.41972886, -121.97880309 37.41957579)
LINESTRING (-121.97922758 37.41935749, -121.97939168 37.41937443, -121.97968022 37.41966413, -121.97976264 37.41967039, -121.97981988 37.41962461, -121.97981522 37.41955142, -121.97975504 37.41947048, -121.97845238 37.41810698, -121.97785669 37.41743923, -121.97769533 37.41722272, -121.9775816 37.41697126, -121.97753479 37.41694257, -121.97748453 37.41695514, -121.97748171 37.41701713, -121.97768308 37.41730371, -121.97810245 37.41780243, -121.9798044 37.41956961, -121.9797822 37.41965664, -121.9795169 37.419906, -121.9790567 37.42019342, -121.97890517 37.42021369, -121.97874067 37.42015441)
LINESTRING (-121.97764161 37.41712738, -121.97760297 37.41702598)
LINESTRING (-121.97950716 37.41992198, -121.97950709 37.41992186)
LINESTRING (-121.97950756 37.41992284, -121.97950769 37.41992267)
LINESTRING (-121.97880309 37.41957579, -121.97907133 37.41941228)
LINESTRING (-121.97874067 37.42015441, -121.97853756 37.4199381, -121.97851855 37.41983332, -121.97856429 37.41973229, -121.97918341 37.4193484, -121.97944548 37.41929669, -121.97948615 37.41919623, -121.97845436 37.41810724, -121.97778868 37.41735105)
LINESTRING (-121.97760297 37.41702598, -121.97758943 37.41698207)
LINESTRING (-121.97748505 37.4170014, -121.9777484 37.41738461, -121.97815623 37.41785656, -121.97979394 37.41954717, -121.97979758 37.41962942, -121.97950716 37.41992198)
LINESTRING (-121.97950709 37.41992186, -121.97950756 37.41992284)
LINESTRING (-121.97907133 37.41941228, -121.97922758 37.41935749)
LINESTRING (-121.97758943 37.41698207, -121.97751936 37.41694995, -121.97748505 37.4170014)
