Id,AnalyzerId,SurveyorUnitId,ReferenceGasBottleId,UserId,SurveyModeTypeId,StartEpoch,EndEpoch,StartDateTime,EndDateTime,Tag,StabilityClass,MinimumAmplitude,Status,Deleted,ProcessingDateStarted,LocationId,BuildNumber,ProcessingDateCompleted
F0052077-F662-1C01-5654-39D76B475E9C,26F7026D-788B-0413-0D89-39D76AFCAAFE,47FC54A4-26ED-7306-4D1D-39D76AFC27C4,34E929E4-CEF1-F8A6-C3A6-39D76AFD4CAC,C67BAF53-693B-78F8-0498-39D76B0009AA,B310238A-A5AE-4E94-927B-F0F165E24522,1461783789.473,1461784626.412,2016-04-27 19:03:09.473,2016-04-27 19:17:06.412,EthaneStnd2,C,0.035,Completed,0,2016-04-27 20:20:42.337,00000000-0000-0000-0001-000000000000,2.3.0.a701ff6,2016-04-27 20:20:42.337
