LINESTRING (-121.97981035762 37.419700370486666, -121.9798011070485 37.41965238739003, -121.97950136474267 37.419916210670664, -121.97895360376388 37.420223174694449, -121.97879332814675 37.420209530171974, -121.97851559780298 37.4199358489509, -121.978524166338 37.419793850303328, -121.97858534971205 37.41971005120233, -121.97906439570666 37.419416629151996, -121.97921440868055 37.419359267268526, -121.97932625352666 37.419351911833338, -121.97941021264533 37.419383854104005, -121.97968850432333 37.419662465139325, -121.979823249534 37.419641265221571, -121.98063803709877 37.419163740098767, -121.98069052699 37.419068953553328, -121.98068299731746 37.418856406964288, -121.98059948986466 37.418768836664668, -121.98033442902533 37.418702506844, -121.97991676931416 37.418527224184523, -121.97967872107451 37.418303795353587, -121.97960616567683 37.418271602530488, -121.97949255747201 37.4182884666, -121.97927991899492 37.4184038286048, -121.97902774884922 37.418618505119049, -121.97894193633333 37.418613179733327, -121.97779010340668 37.417361865122672, -121.9776665828052 37.417180280317268, -121.97758084703332 37.41697145765, -121.97749625523771 37.416967087559762, -121.97749651061733 37.417033027598663, -121.977656087668 37.41727167383798, -121.97808478664541 37.417789016122839, -121.97943684032882 37.419186224386877, -121.97945783593333 37.419247314366665, -121.97941876271625 37.41939876031887, -121.97960703684437 37.419637293550579, -121.97968636975313 37.419674247201243, -121.97976730002932 37.419666318172659, -121.97981580546296 37.41961631405092, -121.97980882178733 37.419541891685327, -121.97847075068799 37.418124259542665, -121.97781239605557 37.417355890138886, -121.97769318630951 37.417124296312167, -121.97763511110793 37.416932161301908, -121.97763249332129 37.416338096109769)
LINESTRING (-121.9773921385345 37.415491318224134, -121.9773123460122 37.415416798089431, -121.97688060558234 37.415583684130148, -121.97538857383796 37.41623306742563, -121.97132995263878 37.418104321851921, -121.97061474088913 37.418350718748975, -121.96977704167315 37.418559445042149, -121.96906136343733 37.418675328118667, -121.96827275718151 37.418736107854244, -121.96067236901334 37.41901625332)
LINESTRING (-121.95991082052363 37.419069188080051, -121.95921056033059 37.419122950120219)
LINESTRING (-121.95863169175867 37.419160740471995, -121.95728457030667 37.419255511388009, -121.95631684539526 37.419283559244406, -121.94395987882 37.419264929693334, -121.94163840074006 37.419496658294925, -121.94012611854856 37.419686643198162, -121.93992175183932 37.419681811730008, -121.939799980786 37.419607711016, -121.9397080201328 37.419421466619241, -121.93797036984523 37.41441233362103, -121.93760580421667 37.41377019941666, -121.93725674278043 37.412764356370367, -121.937172074656 37.412724241801335, -121.93713048694397 37.412772027518685, -121.937146548192 37.412867950365339, -121.93816827268934 37.415831123494669, -121.9386460027619 37.41695628521429, -121.93881670715535 37.417284835973334, -121.93909816719312 37.418079131852515, -121.93914871700505 37.418096958005052, -121.93919825344847 37.418074189130522, -121.93921149251467 37.41796223002, -121.93861629514343 37.416589388600265, -121.93834398938134 37.415821269944004, -121.938259606768 37.415788725636, -121.93820969665528 37.415887086129629, -121.93826084462121 37.416105456258954, -121.93988791391865 37.420716367360448, -121.93994131228133 37.421197576233332, -121.93991141159671 37.421341884306585, -121.93983636842029 37.421467230391308, -121.93963310061906 37.4216156125, -121.93937823668405 37.421677499303087, -121.93909891397244 37.421644054709681, -121.93887520811353 37.421519879132134, -121.93874382238334 37.421336036113331, -121.93872098537548 37.4211293735227, -121.93880807427166 37.4209372828622, -121.93903320232266 37.420761333396669)
LINESTRING (-121.93972498942667 37.420504331910664, -121.93995955929365 37.42042689443651)
LINESTRING (-121.94072689601282 37.420209071461535, -121.9432487346626 37.419610568609762, -121.94378557255021 37.41952263344578, -121.94434710160225 37.419473484070387, -121.9512446491928 37.419479102137252, -121.95230844751246 37.419450615608923, -121.95653706469842 37.419451640513223, -121.957959552998 37.41941487923)
LINESTRING (-121.95939680146546 37.419366556764949, -121.95966236498087 37.419359085696044)
LINESTRING (-121.96127340672221 37.419272356944447, -121.96856135373451 37.419055701689722, -121.96931298179921 37.418995864750649, -121.97000219894032 37.418893519806588, -121.97087642577159 37.418692887679278, -121.9717475234617 37.418414528585359, -121.97734006840267 37.416345376050664)
LINESTRING (-121.97769950292667 37.415090319276004, -121.97769167592503 37.414556811741633, -121.97773699058334 37.41403742025, -121.97781340353252 37.410536316536586, -121.97783827185508 37.409996013811593, -121.97788107212345 37.409893644858023, -121.97796002909621 37.4098738854851, -121.97802018659867 37.409900210933337, -121.97800590115834 37.410083789643593, -121.97803898845608 37.410172246702849, -121.97800619239176 37.410203218091631, -121.97802120756666 37.410172925542859, -121.97803498637317 37.410252307417664, -121.97841857221528 37.410331860333336, -121.97847445268401 37.410381742694661, -121.97851993258033 37.41050447374699, -121.97866058483267 37.410556746322044, -121.98087569226885 37.410571575847051, -121.981763159657 37.410674899191456, -121.98178553985126 37.410631663725106, -121.98245422946378 37.410706148869565, -121.98411276651449 37.410708891079715, -121.98467835295122 37.410675354796751, -121.98479602209427 37.410609713982922, -121.98484842435599 37.410521750049334, -121.98484263047067 37.40784526028, -121.98476074034859 37.407420305200382, -121.98445706146799 37.406640153401995, -121.98437240107401 37.406280561042, -121.98433506895867 37.403823989824, -121.98436127662949 37.403538320063738, -121.98446841357145 37.403108423293652, -121.98493445809001 37.401955349756669, -121.98502466640196 37.401571111498043, -121.98506135941733 37.400499337368, -121.98506567594667 37.398399195639996, -121.9850247905575 37.397163150147058, -121.98498513530556 37.397064933314809, -121.98488846521334 37.397018167346666, -121.98481860082779 37.397039577329181, -121.98472734947 37.397155124863325, -121.98464913410054 37.3971895936164, -121.98410706669058 37.397203571074634, -121.9837940164074 37.397166476711931, -121.98373729082334 37.397112886326674, -121.98371733551789 37.3970365920427, -121.983754224152 37.396583516640668, -121.98366897933332 37.39652929133333)
