LINESTRING (-121.97750690238192 37.415139225758686, -121.97743719871229 37.416029427669663, -121.97742708593452 37.416639147823354, -121.97743593042034 37.416808405408645, -121.977493740682 37.4170236625094, -121.97766577639867 37.417327949220272, -121.97809013953126 37.417829142209463, -121.97891529620131 37.4186563092922)
LINESTRING (-121.98437024285803 37.397082434364513, -121.98436878595513 37.397084722555718)
LINESTRING (-121.97891529620131 37.4186563092922, -121.97974394537952 37.419504355831506, -121.979794092833 37.419598277261883, -121.97977703875141 37.419656241679156, -121.97949368721213 37.4199203173275, -121.97928276716966 37.420053746496833)
LINESTRING (-121.97928276716966 37.420053746496833, -121.97902395658532 37.420206737346753, -121.97891883751005 37.420226134151271, -121.9787562099086 37.420147590715615, -121.97854919338756 37.419911371398591, -121.97855946867675 37.419813096525537, -121.97860116765985 37.4197690580175, -121.97942997678537 37.419303173812608, -121.97947886267735 37.41922765320281, -121.97930784549598 37.418993816389055, -121.9784688766306 37.418149004820641, -121.97799307589021 37.417615223675647, -121.97783977781539 37.417380014947213, -121.97768137124648 37.416997495412474, -121.97765663655832 37.4167311469175, -121.97785561805722 37.410689345778607, -121.97792784230919 37.410569089400269, -121.97809935561077 37.41053289352309, -121.9806994374331 37.410540574756858, -121.98122067260547 37.410571910583087, -121.98246300063713 37.410729107572209, -121.98413931176734 37.410735894062043, -121.98469114711446 37.410695129026777, -121.98481619390358 37.410611272312856, -121.98485344693771 37.410541184196, -121.98487896575026 37.410227677052326, -121.98486841840464 37.40791641195711, -121.98478471341234 37.407446804341, -121.98445209073533 37.406589989568154, -121.9843864689139 37.406309961540458, -121.98436125020513 37.405978951010489, -121.98435195697539 37.403851818203975, -121.98439725323644 37.40346858448202, -121.984495218366 37.403078499924092, -121.9849452313218 37.401953969371881, -121.98505317310399 37.401524736366675, -121.98506367937878 37.397741535021652, -121.98503134901769 37.397141155758518, -121.9850027051984 37.397062056222559, -121.9849093790144 37.3970196223444, -121.98443914925232 37.397013247337981, -121.98438089445945 37.397034135672676, -121.98437024285803 37.397082434364513)
