AnalyzerId,EpochTime,GpsTime,GpsLatitude,GpsLongitude,GpsFit,GPSLatitudeUncertainty,GPSLongitudeUncertainty
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491665.018,68269.2,37.3970773971667,-121.984152021167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491665.222,68269.4,37.3970774018333,-121.9841520135,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491665.416,68269.6,37.3970773898333,-121.984152003333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491665.621,68269.8,37.3970773878333,-121.9841519995,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491665.823,68270,37.397077369,-121.984151990333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491666.02,68270.2,37.3970773931667,-121.984152007,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491666.225,68270.4,37.397077394,-121.984152007667,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491666.418,68270.6,37.3970773916667,-121.984152011,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491666.623,68270.8,37.3970774001667,-121.9841520045,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491666.818,68271,37.3970774088333,-121.984152001,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491667.019,68271.2,37.3970774081667,-121.984152001167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491667.225,68271.4,37.3970774125,-121.98415201,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491667.426,68271.6,37.3970773973333,-121.9841519925,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491667.623,68271.8,37.3970773881667,-121.984151988667,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491667.826,68272,37.3970773945,-121.9841519805,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491668.021,68272.2,37.3970773988333,-121.984151985833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491668.224,68272.4,37.397077396,-121.984151983167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491668.419,68272.6,37.3970773775,-121.984151969833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491668.622,68272.8,37.3970773853333,-121.984151967167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491668.816,68273,37.3970773775,-121.984151956833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491669.02,68273.2,37.3970773833333,-121.984151960667,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491669.222,68273.4,37.3970773875,-121.984151965,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491669.417,68273.6,37.3970773928333,-121.984151961833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491669.618,68273.8,37.3970773815,-121.984151960667,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491669.822,68274,37.397077391,-121.984151952,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491670.018,68274.2,37.3970773975,-121.984151956667,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491670.223,68274.4,37.3970774161667,-121.984151965,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491670.416,68274.6,37.3970774081667,-121.9841519665,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491670.622,68274.8,37.397077418,-121.984151968,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491670.825,68275,37.3970774226667,-121.984151984167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491671.021,68275.2,37.3970774353333,-121.984151980333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491671.225,68275.4,37.397077423,-121.984151977333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491671.427,68275.6,37.397077431,-121.984151971333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491671.626,68275.8,37.3970774253333,-121.984151971333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491671.818,68276,37.3970774308333,-121.984151966333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491672.025,68276.2,37.3970774126667,-121.984151959333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491672.22,68276.4,37.3970774005,-121.984151945833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491672.425,68276.6,37.3970774071667,-121.984151957167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491672.62,68276.8,37.3970773875,-121.984151939167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491672.824,68277,37.3970773826667,-121.984151940333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491673.025,68277.2,37.3970773766667,-121.984151932,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491673.222,68277.4,37.3970773838333,-121.984151929667,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491673.427,68277.6,37.397077361,-121.984151919833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491673.622,68277.8,37.3970773486667,-121.984151920667,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491673.824,68278,37.3970773743333,-121.984151933167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491674.017,68278.2,37.3970773848333,-121.984151942,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491674.218,68278.4,37.397077391,-121.984151941167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491674.421,68278.6,37.397077389,-121.984151954667,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491674.624,68278.8,37.3970773853333,-121.984151957833,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491674.825,68279,37.3970773923333,-121.9841519605,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491675.02,68279.2,37.3970773985,-121.984151970167,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491675.227,68279.4,37.3970774111667,-121.984151975333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491675.42,68279.6,37.3970774123333,-121.984151989333,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491675.622,68279.8,37.3970774156667,-121.984151984667,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491675.819,68280,37.3970774243333,-121.9841519875,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491676.021,68280.2,37.3970774308333,-121.9841519905,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491676.217,68280.4,37.397077439,-121.984151995,2,0,0
00000015-DB64-FDE7-7E67-39C8AC533D51,1486491676.422,68280.6,37.397077446,-121.984152001,2,0,0
