LINESTRING (-121.97950784 37.4199227, -121.97950794 37.41992279)
LINESTRING (-121.97950741 37.41992276, -121.97904202 37.42020407, -121.9789535 37.42022669, -121.97877033 37.42018428, -121.97853308 37.41994724, -121.97851953 37.4198214, -121.97858282 37.41972155, -121.97921252 37.41933699, -121.97931157 37.41932455, -121.97937871 37.4193519, -121.97969071 37.41966961, -121.97980549 37.41965279, -121.97982849 37.41957251, -121.97816316 37.41778776, -121.97774355 37.41730124, -121.97758291 37.41696982, -121.97750624 37.41695874, -121.97749087 37.41701691, -121.97759342 37.41718085, -121.97790578 37.41756938)
LINESTRING (-121.97985563 37.41967089, -121.97985554 37.41967137)
LINESTRING (-121.97909273 37.42014273, -121.97909273 37.42014249)
LINESTRING (-121.97995921 37.41961744, -121.97995952 37.41961785)
LINESTRING (-121.97950794 37.41992279, -121.97950757 37.41992236)
LINESTRING (-121.97790578 37.41756938, -121.97977624 37.41952486, -121.97985563 37.41967089)
LINESTRING (-121.97985554 37.41967137, -121.97983982 37.41963206, -121.97950727 37.4199205, -121.97902846 37.42020821, -121.97890897 37.42022108, -121.978818 37.42009474, -121.97885082 37.42003654, -121.97894719 37.42002238, -121.97909273 37.42014273)
LINESTRING (-121.97909273 37.42014249, -121.97905165 37.42012212, -121.97915851 37.42008824, -121.97983942 37.41959307, -121.97991241 37.41958268, -121.97995921 37.41961744)
LINESTRING (-121.97950757 37.41992236, -121.97950741 37.41992276)
