Id,AnalyzerId,EpochTime,DateTime,GpsLatitude,GpsLongitude,Shape,Disposition,Delta,Concentration,Uncertainty,CaptureType,Distance,ReplayMax,ReplayLMin,ReplayRMin,SurveyId,EthaneRatio,EthaneRatioSdev,ClassificationConfidence
585656B7-848D-4A80-BA32-3FAC53D11AAD,43A34021-8814-8A01-9183-39D4B4DE03EB,1450135027.601,2015-12-14 23:17:07.601,37.40949150556,-121.984784066087,0xE6100000010C6591C3B3067F5EC047B8C1376AB44240,8,-32.9580588564232,3.57905184569053,0.284353681586324,1,41.8022884943672,6.82946600402006,5.98765744513252,1.95002855446257,E712A473-13EF-426E-8A8C-322EC95AE1B1,0,0,NULL
29DD393F-AB19-4219-A0F3-27F4F6BC0A50,43A34021-8814-8A01-9183-39D4B4DE03EB,1450135794.043,2015-12-14 23:29:54.043,37.417882804528,-121.978173018583,0xE6100000010CB1AE02639A7E5EC0CCC7FF2E7DB54240,5,-54.7203866475441,5.82073477105261,0.431210209083384,0,2876.2934400448,5.99073358860424,5.46491059452333,3.0197565205307,E712A473-13EF-426E-8A8C-322EC95AE1B1,0,0,NULL
960D2571-C564-4B9B-91C3-9E700EF2C093,43A34021-8814-8A01-9183-39D4B4DE03EB,1450136424.551,2015-12-14 23:40:24.551,37.4199659326102,-121.979434766985,0xE6100000010CC76D2C0FAF7E5EC061648F71C1B54240,1,0,3.27860821667569,0,1,3177.52874936921,0,0,0,E712A473-13EF-426E-8A8C-322EC95AE1B1,0,0,NULL
AD76D8E1-BBDB-413E-A0DD-1A8E16E3C212,43A34021-8814-8A01-9183-39D4B4DE03EB,1450136505.164,2015-12-14 23:41:45.164,37.41979170218,-121.978525941047,0xE6100000010C9CA5432BA07E5EC0ED5003BCBBB54240,1,0,2.29088349783739,0,0,3295.22285845999,0,0,0,E712A473-13EF-426E-8A8C-322EC95AE1B1,0,0,NULL
