LINESTRING (-122.23220705 37.48228508, -122.23220686 37.48228514)
LINESTRING (-122.23220694 37.48228514, -122.2322066 37.48228519)
LINESTRING (-122.23237277 37.48248825, -122.23230754 37.48254787)
LINESTRING (-122.2325084 37.48241664, -122.23351884 37.48154299)
LINESTRING (-122.23260405 37.48229558, -122.23254099 37.4823528)
LINESTRING (-122.2318942 37.48295541, -122.23348721 37.48154957, -122.23368985 37.48145061, -122.23369872 37.48139184, -122.23360217 37.48138784, -122.23204355 37.48278129, -122.23184859 37.48288298, -122.23184262 37.48293305, -122.2318909 37.48295441, -122.23194281 37.48293337, -122.23245961 37.48245512, -122.23240942 37.48234241, -122.23208869 37.48208987, -122.23203782 37.48207983, -122.23207664 37.48206289, -122.23209925 37.48214952, -122.23237104 37.48235955, -122.2324058 37.48243308, -122.23235289 37.48251486, -122.2319888 37.48282965, -122.23197999 37.48287649, -122.23202023 37.48290422, -122.23198391 37.48290748, -122.23260643 37.48234217)
LINESTRING (-122.23230754 37.48254787, -122.23199759 37.48282021, -122.23198422 37.48286147, -122.23201526 37.4828933, -122.23196839 37.4828881, -122.2325084 37.48241664)
LINESTRING (-122.23254099 37.4823528, -122.23200052 37.4828192, -122.23185715 37.48288392, -122.23184506 37.48293505, -122.23189124 37.48295657, -122.23194577 37.48292362, -122.23343903 37.48158856, -122.2336414 37.4814737, -122.23365549 37.48142824, -122.23357178 37.48140083, -122.23307114 37.48187207, -122.23251337 37.48233313, -122.23238917 37.48232421, -122.23201819 37.48207474, -122.23208491 37.48206167, -122.23206804 37.48210939, -122.23210809 37.48216262, -122.23233138 37.48228313, -122.2324001 37.48244441, -122.23201335 37.48281119, -122.23185854 37.48288847, -122.23186764 37.48295141, -122.23194707 37.48292263, -122.2334744 37.48156798, -122.23368943 37.48147323, -122.23369706 37.48142006, -122.23364649 37.48139575, -122.23359624 37.48141265, -122.23199115 37.48283607, -122.23184259 37.48288665, -122.23183459 37.48293348, -122.2318942 37.48295541)
LINESTRING (-122.2322066 37.48228519, -122.23220657 37.48228531)
LINESTRING (-122.2322066 37.48228531, -122.23238286 37.48239204, -122.23239788 37.48244347, -122.23237277 37.48248825)
LINESTRING (-122.23351884 37.48154299, -122.23365771 37.48146297, -122.23365832 37.48140247, -122.23357323 37.48139903, -122.23349561 37.4815048, -122.23260405 37.48229558)
