AnalyzerId,EpochTime,WindSpeedLateral,WindSpeedLongitudinal,Status,Index
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328121.312,1.15,0.58,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328121.565,0.82,-0.21,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328121.819,1.07,-0.01,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328122.072,1.16,-0.07,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328122.314,0.92,0.07,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328122.568,0.91,0.27,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328122.821,1.27,0.32,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328123.063,1.56,0.72,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328123.317,1.73,0.78,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328123.57,1.53,0.78,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328123.823,1.37,0.2,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328124.065,1.17,0.25,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328124.318,1.49,0.24,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328124.571,1.57,0.39,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328124.814,1.33,0.46,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328125.067,1.16,0.59,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328125.32,1.04,-0.24,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328125.573,0.74,0,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328125.815,1.09,0,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328126.068,1.21,0.11,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328126.322,0.98,0,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328126.564,0.97,0.07,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328126.817,0.79,-0.09,0,0
6479A0F7-37C1-B40C-C53B-39DE6C1E9D69,1493328127.07,0.72,-0.07,0,0
