LINESTRING (-121.98468302 37.39704204, -121.98494922 37.39705152, -121.98498473 37.39709318, -121.98500502 37.3972425, -121.98500488 37.4012858, -121.98492291 37.40177059, -121.98452704 37.40274227, -121.98436488 37.40323185, -121.9843583 37.4034805, -121.98445562 37.40361499, -121.98461886 37.40367794, -121.98491757 37.40369232, -121.98991637 37.40364941, -121.99115799 37.40347287, -121.99166615 37.40344706, -121.99232319 37.40344967, -121.99241593 37.40347911, -121.99247916 37.40354112, -121.99249947 37.40362546, -121.99247763 37.40385339, -121.99252297 37.40414625, -121.9925194 37.40619306, -121.99248643 37.40629229, -121.99243167 37.40633955, -121.99210368 37.40639308, -121.99203693 37.40657356, -121.99204166 37.41034362, -121.99197899 37.41039848, -121.99173855 37.41047535, -121.99104578 37.41059912, -121.99018628 37.41065047, -121.98905088 37.41067117, -121.98262692 37.41065344, -121.98081098 37.4104611, -121.97816082 37.41048143)
LINESTRING (-121.97827902 37.41791572, -121.97828965 37.41797452)
LINESTRING (-121.97877801 37.41051544, -121.9808955 37.41052214, -121.98216369 37.41069239, -121.98272967 37.41071691, -121.98459344 37.41069565, -121.98474348 37.41066295, -121.98484398 37.41056206, -121.98486691 37.41038707, -121.98486019 37.40784875, -121.98478156 37.40745067, -121.98446451 37.40663268, -121.98438366 37.40629557, -121.98435433 37.40572705, -121.98434525 37.40380522, -121.98447005 37.40311561, -121.98494688 37.40193651, -121.98505911 37.40150619, -121.98506465 37.39786442, -121.98502633 37.39713346, -121.98499647 37.39706834, -121.98482963 37.39702662, -121.98428401 37.39705144, -121.98423036 37.39699545, -121.98422106 37.3970578, -121.98441766 37.39703871, -121.98492624 37.39706312, -121.9849874 37.39710921, -121.98500553 37.39720547, -121.98499244999999 37.40145428, -121.98489463 37.40187327, -121.98434763 37.40327659, -121.98432515 37.40346226, -121.98438533 37.40358957, -121.98456914 37.40368337, -121.9849436 37.40370126, -121.98953159 37.40366624, -121.99016277 37.40363778, -121.99127404 37.4034699, -121.99236166 37.40346641, -121.99246623 37.40354774, -121.99250113 37.40374362, -121.9925211 37.40556916, -121.99249705 37.40624519, -121.992415 37.40633256, -121.99227418 37.40635713, -121.98892713 37.40640302, -121.98873759 37.40637975, -121.98864508 37.40630098, -121.98861652 37.40617015, -121.9886083 37.40417197, -121.98858435 37.40359652, -121.98851904 37.40349882, -121.98832522 37.40344953, -121.98571022 37.40346891, -121.98465075 37.40340118, -121.98450491 37.40333098, -121.98446684 37.40321744, -121.9845033 37.40301622, -121.98466649 37.40252972, -121.9849802 37.40187491, -121.98504637 37.40161564, -121.98506792 37.40135342, -121.98505775 37.39804574, -121.98501413 37.39712025, -121.98493951 37.39703948, -121.98483519 37.3970328, -121.98478372 37.39707479, -121.98473687 37.39719703, -121.98459522 37.3972341)
LINESTRING (-121.984591 37.39723083, -121.98381771 37.39718067, -121.98373576 37.39712409, -121.98375379 37.39707545, -121.98382732 37.3970455, -121.98417586 37.39703267, -121.98422109 37.39698591, -121.98423188 37.39701502, -121.984194 37.39704305, -121.98422662 37.39700263, -121.98423393 37.39702673)
LINESTRING (-121.97828965 37.41797452, -121.97827921 37.4180608, -121.9782307 37.41813151, -121.97809513 37.41817819, -121.97799214 37.41809946, -121.97778945 37.4178423, -121.97762263 37.41780536, -121.97749724 37.41784315, -121.97728474 37.41796912, -121.97720259 37.41804326, -121.97718265 37.41811493, -121.97722248 37.4181976, -121.97738676 37.41836183, -121.97750475 37.41841105, -121.97780653 37.41828057, -121.97801429 37.41831142, -121.97837224 37.41810704, -121.97840271 37.4180616, -121.97837053 37.41796233, -121.9778468 37.41733363, -121.97770204 37.41703696, -121.97766103 37.41685196, -121.9777982 37.41131848, -121.97784024 37.41065058, -121.97788385 37.41055952, -121.97804499 37.41051268, -121.97877801 37.41051544)
LINESTRING (-121.97816082 37.41048143, -121.97776441 37.41050827, -121.97766488 37.41058625, -121.97761723 37.4107214, -121.977451 37.41661985, -121.97750032 37.41693083, -121.97764518 37.41724987, -121.97788644 37.41745357, -121.97827902 37.41791572)
LINESTRING (-121.98459522 37.3972341, -121.9845922 37.39723173)
LINESTRING (-121.9845922 37.39723173, -121.984591 37.39723083)
