ReportJobTypeId,StartTime,EndTime,ProcessingTimeInMs
00000000-0000-0000-0003-000000000000,1494390039,1494390050,15915
00000000-0000-0000-0001-000000000000,1483511643,1483511665,27103
00000000-0000-0000-0008-000000000000,1483511572,1483511574,2455
00000000-0000-0000-0007-000000000000,1483511584,1483511591,10060
00000000-0000-0000-0002-000000000000,1483511594,1483511597,3172
00000000-0000-0000-0010-000000000000,1483511614,1483511623,12132
00000000-0000-0000-0018-000000000000,1494390053,1494390054,2085
