ReportJobTypeId,StartTime,EndTime,ProcessingTimeInMs
00000000-0000-0000-0001-000000000000,1475884355043,1475884451887,133442
00000000-0000-0000-0002-000000000000,1475884507057,1475884510710,5429
00000000-0000-0000-0003-000000000000,1494383473,1494383476,7895
00000000-0000-0000-0008-000000000000,1475884392060,1475884399797,10886
00000000-0000-0000-0010-000000000000,1475884514727,1475884528790,20402
00000000-0000-0000-0007-000000000000,1475884407650,1475884414773,15099
00000000-0000-0000-0009-000000000000,1475884326257,1475884370830,62733
00000000-0000-0000-0018-000000000000,1494383479,1494383486,12890
