ReportJobTypeId,StartTime,EndTime,ProcessingTimeInMs
00000000-0000-0000-0002-000000000000,1483609377,1483609380,3340
00000000-0000-0000-0010-000000000000,1483609383,1483609404,26100
00000000-0000-0000-0018-000000000000,1494383242,1494383249,10785
00000000-0000-0000-0007-000000000000,1483609338,1483609346,15300
00000000-0000-0000-0001-000000000000,1496111411,1496111459,59254
00000000-0000-0000-0003-000000000000,1494383218,1494383229,18350
00000000-0000-0000-0008-000000000000,1483609339,1483609340,2700
