ReportJobTypeId,StartTime,EndTime,ProcessingTimeInMs
00000000-0000-0000-0003-000000000000,1494387432,1494387433,1430
00000000-0000-0000-0001-000000000000,1483510433,1483541776,31343
00000000-0000-0000-0008-000000000000,1483510373,1483510376,3412
00000000-0000-0000-0007-000000000000,1483510370,1483510379,11191
00000000-0000-0000-0002-000000000000,1483510395,1483510398,3583
00000000-0000-0000-0010-000000000000,1483510400,1483510410,11572
00000000-0000-0000-0018-000000000000,1494387423,1494387426,3660
